filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 6401 to 7200,3771,158908,,White,France,"A fragrant apple-skin aroma sets the scene for this wine that is warm and ripe. A touch of nutmeg adds an extra dimension to its yellow fruits. It's rich while still remaining true to its minerally, terroir-based origins. Age for two years.",Vieilles Vignes,22,90,0.24,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Bernard Defaix 2010 Vieilles Vignes  (Chablis),https://www.winemag.com/buying-guide/bernard-defaix-2010-vieilles-vignes-chardonnay-chablis/,Chardonnay,2010,Bernard Defaix
winemag 4801 to 5600,4845,128738,12.5,White,France,"Big and bold, it's full of ripe fruits, touches of wood and a mineral textured character. It's still developing but promising an opulent character as it matures. Drink from 2015.",Domaine de la Garenne,22,90,0.24,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Azé,"46.4313480, 4.7612249",46.431348,4.7612249,Domaines Devillard 2012 Domaine de la Garenne  (Mâcon-Azé),https://www.winemag.com/buying-guide/domaines-devillard-2012-domaine-garenne-chardonnay-macon-aze/,Chardonnay,2012,Domaines Devillard
winemag 2401 to 3200,9915,87335,13,White,France,"The Dumont family's wine from multiple parcels is ripe, full of spice and rich yellow fruits. Peach and pineapple flavors are lifted by zesty lime that cuts through the richness. Drink from 2017. The family also rents the 16th-century Massey Château.",Clos des Avoueries,22,90,0.24,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Cruzille,"46.4994950, 4.7912400",46.499495,4.79124,Demessey 2014 Clos des Avoueries  (Mâcon-Cruzille),https://www.winemag.com/buying-guide/demessey-2014-clos-des-avoueries-macon-cruzille/,Chardonnay,2014,Demessey
winemag 3201 to 4000,3014,95894,13,White,France,"Ripe tropical-fruit flavors give this wine a rich, rounded character. The attractive apricot and peach fruits are cut by citrus acidity to keep the freshness right up front. An opulent, full-bodied wine, it's ready to drink now.",,22,90,0.24,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Viré-Clessé,"46.4489132, 4.8490114",46.4489132,4.8490114,Domaine le Virolys 2014  Viré-Clessé,https://www.winemag.com/buying-guide/domaine-le-virolys-2014-vire-clesse/,Chardonnay,2014,Domaine le Virolys
winemag 5601 to 6400,5761,145232,13,White,France,"This is a wood-aged Chardonnay that's smooth, creamy and rich. The wine has weight, with lemon and peach flavors as well as vanilla accents from the oak. Its current fruitiness will mature and broaden well, so keep this wine for at least four years.",Cuvée Madeleine,22,90,0.24,Southwest France,"43.6046520, 1.4442090",43.604652,1.444209,Cotes du Tarn,"43.8170547, 1.7313938",43.8170547,1.7313938,Domaine D'en Ségur 2011 Cuvée Madeleine Chardonnay (Cotes du Tarn),https://www.winemag.com/buying-guide/domaine-den-segur-2011-cuvee-madeleine-chardonnay-cotes-tarn/,Chardonnay,2011,Domaine D'en Ségur
winemag 1 to 800,967,967,13.5,White,France,"Named after the vineyard, this wood-aged wine is rich and impressive. Great white fruits, ripe acidity and touches of toast are cut with acidity.",Eparcieux,23,90,0.26,Beaujolais,"46.5827512, 4.4866710",46.5827512,4.486671,Beaujolais Blanc,"46.5827512, 4.4866710",46.5827512,4.486671,Domaine Chasselay 2017 Eparcieux  (Beaujolais Blanc),https://www.winemag.com/buying-guide/domaine-chasselay-2017-eparcieux-beaujolais-blanc/,Chardonnay,2017,Domaine Chasselay
winemag 6401 to 7200,3763,158900,13.5,White,France,"Soft, fruity and ripe, this is deliciously flavored with pear and melon notes. It opens slowly to reveal its wood aging and a hint of spice. Still developing, this needs 2-3 years of aging.",,23,90,0.26,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Château Vitallis 2010  Pouilly-Fuissé,https://www.winemag.com/buying-guide/chateau-vitallis-2010-chardonnay-pouilly-fuisse/,Chardonnay,2010,Château Vitallis
winemag 1601 to 2400,1463,63413,13.5,White,France,"This crisp wine is packed with delicious fruit and balanced acidity. It shows some of the richness of the vintage, but goes more in a tangy, mineral direction. With lively acidity, it is refreshing and ready to drink.",,23,90,0.26,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Vinzelles,"46.9871079, 5.1442920",46.9871079,5.144292,Joseph Drouhin 2015  Pouilly-Vinzelles,https://www.winemag.com/buying-guide/joseph-drouhin-2015-pouilly-vinzelles/,Chardonnay,2015,Joseph Drouhin
winemag 1 to 800,10836,10836,12.5,White,France,"With a light touch of oak aging and rich apple and citrus flavors, this is a ripe wine. It is rounded although with a taut, mineral edge. The fruit and the texture of the wine promise some good aging, so drink from 2020.",L'Elégante,24,90,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne Vézelay,"47.4656740, 3.7461430",47.465674,3.746143,Domaine la Croix Montjoie 2016 L'Elégante  (Bourgogne Vézelay),https://www.winemag.com/buying-guide/domaine-la-croix-montjoie-2016-lelegante-bourgogne-vezelay/,Chardonnay,2016,Domaine la Croix Montjoie
winemag 2401 to 3200,4101,81521,12.5,White,France,"This comes from vines in Chichée on the warm right bank of the Serein River. It is a ripe wine, full of rich apricot and lime fruits and a straight line of acidity that gives the Chablis a crisp texture. The aftertaste is lively and the wine is ready to drink.",,24,90,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Gueguen 2015  Chablis,https://www.winemag.com/buying-guide/domaine-gueguen-2015-chablis/,Chardonnay,2015,Domaine Gueguen
winemag 2401 to 3200,9769,87189,13,White,France,"Crisp and tangy, this is a tightly knit wine. Apples and crisp citrus flavors are part of a package that also includes spice, a strong minerality and a perfumed aftertaste. The wine should age a few more months, so drink from 2017. This is a ""village"" wine in the northern Maçon area.",,24,90,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Uchizy,"46.4892430, 4.9130685",46.489243,4.9130685,Pierre Merguey 2014  Mâcon-Uchizy,https://www.winemag.com/buying-guide/pierre-merguey-2014-macon-uchizy/,Chardonnay,2014,Pierre Merguey
winemag 3201 to 4000,15423,108303,13,White,France,"Crisp, textured and with great acidity, this wine is still developing. It is packed with fresh citrus and apple fruits cut with strong minerality. Drink this structured wine from 2017.",,24,90,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Saint-Véran,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine de la Croix Senaillet 2014  Saint-Véran,https://www.winemag.com/buying-guide/domaine-croix-senaillet-2014-chardonnay-saint-veran/,Chardonnay,2014,Domaine de la Croix Senaillet
winemag 8001 to 8800,4605,191010,13,White,France,"Driven by a concentrated mineral character, this is initially an austere wine. It has fresh green fruit and wood flavors, very juicy while the taut side of the texture is prominent. Age for 2-3 years.",Domaine des Deux Roches Vieilles Vignes,24,90,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Saint-Véran,"46.3068839, 4.8287310",46.3068839,4.828731,Collovray et Terrier 2008 Domaine des Deux Roches Vieilles Vignes  (Saint-Véran),https://www.winemag.com/buying-guide/collovray-terrier-2008-domaine-deux-roches-vieilles-vignes-chardonnay-saint-veran/,Chardonnay,2008,Collovray et Terrier
winemag 4001 to 4800,234,108647,12.5,White,France,"This wine is packed with apple and crisp pear flavors. A generous, rich texture brings out ripe fruits that are balanced by a more flinty, zesty backdrop. Full in the mouth, this will be ready to drink from 2016.",,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Jean-Paul et Benoît Droin 2013  Chablis,https://www.winemag.com/buying-guide/domaine-jean-paul-benoit-droin-2013-chardonnay-chablis/,Chardonnay,2013,Domaine Jean-Paul et Benoît Droin
winemag 1 to 800,4869,4869,12.5,White,France,"This attractive, crisp wine offers fresh acidity as well as spice and a touch of honey. It has a crisp and fruity character, balanced and ready to drink.",Clos du Four,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Milly Lamartine,"46.3486649, 4.6979559",46.3486649,4.6979559,Louis Max 2016 Clos du Four  (Mâcon-Milly Lamartine),https://www.winemag.com/buying-guide/louis-max-2016-clos-du-four-macon-milly-lamartine/,Chardonnay,2016,Louis Max
winemag 1 to 800,11146,11146,13,White,France,"Tucked into the hillside, this sheltered vineyard that also produces red wines can produce ripe bottlings like this one. With generous white fruits, good acidity and touches of wood from the barrel aging, it will develop well. Drink from 2020.",Les Caraby,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mercurey,"46.8336780, 4.7216370",46.833678,4.721637,Maison Chanzy 2016 Les Caraby  (Mercurey),https://www.winemag.com/buying-guide/maison-chanzy-2016-les-caraby-mercurey/,Chardonnay,2016,Maison Chanzy
winemag 5601 to 6400,2875,142346,13.5,White,France,"Rich wine, full of yellow fruits, apricots and peaches that give ripeness. It has weight, a solidity that is balanced by the totally refreshing acidity. Hints of the wood aging give spice as well as adding to the rich effect. Age for 2-3 years.",Les Chaniots Premier Cru,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Montagny,"45.6208850, 4.7476580",45.620885,4.747658,Vignerons de Buxy 2010 Les Chaniots Premier Cru  (Montagny),https://www.winemag.com/buying-guide/vignerons-buxy-2010-chaniots-premier-cru-chardonnay-montagny/,Chardonnay,2010,Vignerons de Buxy
winemag 1601 to 2400,1344,63294,13,White,France,"Full of yellow fruits, this is a ripe and lightly wood-aged wine. Great acidity and plenty of rich but lively fruitiness play well together, leading into a crisp aftertaste. It needs to age a bit more, so drink from 2018.",Solutré,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Vins Auvigue 2014 Solutré  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/vins-auvigue-2014-solutre-pouilly-fuisse/,Chardonnay,2014,Vins Auvigue
winemag 4801 to 5600,4786,128679,13.5,White,France,"Fully fruity right up front, this rounded wine has a crisp element that cuts through the richness. Peach and pear flavors contrast with orange zest and lively final acidity.",Vieilles Vignes,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Collovray et Terrier 2012 Vieilles Vignes  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/collovray-terrier-2012-vieilles-vignes-chardonnay-pouilly-fuisse/,Chardonnay,2012,Collovray et Terrier
winemag 9601 to 10400,5889,238545,13,White,France,"White fruits and delicious soft acidity make this wine immediately attractive. It is rich and fresh at the same time, with just a touch of apple skin structure. The name of the wine refers to the Solutré rock which towers over the vineyards.",Solutré,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Jean-Pierre et Michel Auvigué 2006 Solutré  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/jean-pierre-michel-auvigue-2006-solutre-chardonnay-pouilly-fuisse/,Chardonnay,2006,Jean-Pierre et Michel Auvigué
winemag 1 to 800,11214,11214,13,White,France,"A tight and structured wine, this is still young, but the great fruit and mineral texture indicate fine potential. It has green fruits, crisp acidity and a nervy character that will soften. Drink this wine from 2019.",Pascal Renaud Champs de Perdrix,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Saint-Véran,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Pascal et Mireille Renaud 2017 Pascal Renaud Champs de Perdrix  (Saint-Véran),https://www.winemag.com/buying-guide/domaine-pascal-et-mireille-renaud-2017-pascal-renaud-champs-de-perdrix-saint-veran/,Chardonnay,2017,Domaine Pascal et Mireille Renaud
winemag 4801 to 5600,5127,129020,13.5,White,France,"Wood aromas set the scene for a wine that shows wood-aging flavors. Spice, vanilla, baked apple and citrus flavors all mingle easily and to great effect. The wine, with its textured character, could age another year or two. Drink from 2015.",Domaine des Dexu Roches PRC,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Saint-Véran,"46.3068839, 4.8287310",46.3068839,4.828731,Collovray et Terrier 2012 Domaine des Dexu Roches PRC  (Saint-Véran),https://www.winemag.com/buying-guide/collovray-terrier-2012-domaine-dexu-roches-prc-chardonnay-saint-veran/,Chardonnay,2012,Collovray et Terrier
winemag 1 to 800,4620,4620,13.5,White,France,"A full-bodied wine, this is rich and packed with fruits. It is generous in its texture and green-plum and pear flavors. Warm and ripe, the wine is ready to drink.",Vieilles Vignes,25,90,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Viré-Clessé,"46.4489132, 4.8490114",46.4489132,4.8490114,Christophe Cordier 2016 Vieilles Vignes  (Viré-Clessé),https://www.winemag.com/buying-guide/christophe-cordier-2016-vieilles-vignes-vire-clesse/,Chardonnay,2016,Christophe Cordier
winemag 801 to 1600,12469,214512,13,White,France,"This wine is rich and rounded, with some wood flavors and plenty of spice. Creamy with swathes of ripe pear and quince flavors, it's just now ready to drink and has a great balance between acidity and richness.",Terre de Marne,25,90,0.28,Jura,"46.7624750, 5.6729159",46.762475,5.6729159,Arbois,"46.9028510, 5.7723420",46.902851,5.772342,Domaine Dugois 2015 Terre de Marne Chardonnay (Arbois),https://www.winemag.com/buying-guide/domaine-dugois-2015-terre-de-marne-chardonnay-arbois/,Chardonnay,2015,Domaine Dugois
winemag 1601 to 2400,10621,72571,12.5,White,France,"Bringing together old vines from a number of the Chablisienne cooperative's vineyards, this wine is concentrated and finely structured. Its rich creamed apple and tangy orange zest flavors are lit by acidity and a mineral edge. Drink from 2018.",Les Vénérables,26,90,0.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,La Chablisienne 2014 Les Vénérables  (Chablis),https://www.winemag.com/buying-guide/la-chablisienne-2014-les-venerables-chablis/,Chardonnay,2014,La Chablisienne
winemag 8001 to 8800,4517,190922,,White,France,"Good, creamy, caramel-and yellow fruit-flavored wine, finely balanced. The elements are all there, knit together, leaving honey and baked apple flavors to finish.",,26,90,0.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Verze,"46.3766780, 4.7348180",46.376678,4.734818,Nicolas Maillet 2008  Mâcon-Verze,https://www.winemag.com/buying-guide/nicolas-maillet-2008-chardonnay-macon-verze/,Chardonnay,2008,Nicolas Maillet
winemag 1601 to 2400,1217,63167,13.5,White,France,"Spicy, toasty aromas are the theme of the wood-laden palate of this wine. Apricot and mango fruit lies behind this vanilla character. The wine is rich, needing further time for the wood to integrate. Drink from 2018.",Vieilles Vignes,26,90,0.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine des Deux Roches 2015 Vieilles Vignes  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/domaine-des-deux-roches-2015-vieilles-vignes-pouilly-fuisse/,Chardonnay,2015,Domaine des Deux Roches
winemag 3201 to 4000,15517,108397,13,White,France,"With ripe fruits, this generous wine also has a great line of acidity. A touch of vanilla gives extra richness. At the same time, the balance with the fresh lemon flavors and ripe peaches is just right. Drink now.",,26,90,0.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Loché,"46.9871079, 5.1442920",46.9871079,5.144292,Cave des Grands Crus Blancs 2014  Pouilly-Loché,https://www.winemag.com/buying-guide/cave-grands-crus-blancs-2014-chardonnay-pouilly-loche/,Chardonnay,2014,Cave des Grands Crus Blancs
