filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region / state,subregion,subregion lat lon,subregion lat,subregion lon,subsubregion,subsubregion lat lon,subsubregion lat,subsubregion lon,title,url,varietal,vintage,winery
winemag 10401 to 11200,8047,23309,13.8,Red,US,"Dry, astringent and thin. Even though the alcohol is modest, it has so little in the way of fruit. All you get is prickly heat.",Reserve,24,80,0.3,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Livermore Valley,"37.6802080, -121.7918985",37.680208,-121.7918985,Concannon 2003 Reserve Cabernet Sauvignon (Livermore Valley),https://www.winemag.com/buying-guide/concannon-2003-reserve-cabernet-sauvignon-central-coast-livermore-valley/,Cabernet Sauvignon,2003,Concannon
winemag 10401 to 11200,9040,24302,13.5,Red,US,"Soft, simple and sugary sweet, with black cherry and blackberry pie flavors and a milk chocolate finish. From Gallo.",Reserve,17,80,0.2125,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley Vineyards 2002 Reserve Cabernet Sauvignon (Napa Valley),https://www.winemag.com/buying-guide/napa-valley-2002-reserve-cabernet-sauvignon-napa-valley/,Cabernet Sauvignon,2002,Napa Valley Vineyards
winemag 10401 to 11200,9049,24311,14,Red,US,"Soft, dry and earthy, with diluted fruit flavors that have an off-putting medicinal note. This wine is just barely acceptable.",,15,80,0.1875,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Van Ruiten 2002 Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/van-ruiten-2002-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2002,Van Ruiten
winemag 10401 to 11200,13597,28859,,Red,US,"Raw, harsh and medicinal in berry flavors, this Cabernet is just barely acceptable.",Heritage Series,11,80,0.1375,California,Mendocino County,"39.5500194, -123.4383530",39.5500194,-123.438353,Mendocino,"39.5500194, -123.4383530",39.5500194,-123.438353,Bliss 2002 Heritage Series Cabernet Sauvignon (Mendocino),https://www.winemag.com/buying-guide/bliss-2002-heritage-series-cabernet-sauvignon-mendocino-lake-counties-mendocino/,Cabernet Sauvignon,2002,Bliss
winemag 10401 to 11200,14347,29609,,Red,US,"Harsh and burnt, with medicinal, slightly sweet cherry flavors, this disagreeable wine also has rough tannins.",,15,80,0.1875,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Dry Creek Valley,"39.2614426, -121.3414203",39.2614426,-121.3414203,STG 2002 Cabernet Sauvignon (Dry Creek Valley),https://www.winemag.com/buying-guide/stg-2002-cabernet-sauvignon-sonoma-dry-creek-valley/,Cabernet Sauvignon,2002,STG
winemag 11201 to 12000,1623,32572,,Red,US,"Vegetal, unripe, with gluey-sweet flavors.",Cote del Sol,32,80,0.4,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Barbara County,"34.4208305, -119.6981901",34.4208305,-119.6981901,Lucas & Lewellen 2001 Cote del Sol Cabernet Sauvignon (Santa Barbara County),https://www.winemag.com/buying-guide/lucas-lewellen-2001-cote-sol-cabernet-sauvignon-central-coast-santa-barbara-county/,Cabernet Sauvignon,2001,Lucas & Lewellen
winemag 12001 to 12800,1372,48063,13.5,Red,US,,,8,80,0.1,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,HRM Rex Goliath NV Cabernet Sauvignon (Central Coast),https://www.winemag.com/buying-guide/hrm-rex-goliath-nv-cabernet-sauvignon-central-coast/,Cabernet Sauvignon,NV,HRM Rex Goliath
winemag 12001 to 12800,5620,52311,13,Red,US,"This charmless wine brings back memories of those old reds that suffered from í’the veggies,í“ aromas and flavors of canned vegetables that come from unripe grapes. With its flabby structure, thereí•s not a whole lot to recommend this barely acceptable wine.",,10,80,0.125,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Monterey County,"36.6002378, -121.8946761",36.6002378,-121.8946761,Château Julien 1999 Cabernet Sauvignon (Monterey County),https://www.winemag.com/buying-guide/chateau-julien-1999-cabernet-sauvignon-central-coast-monterey-county/,Cabernet Sauvignon,1999,Château Julien
winemag 3201 to 4000,8200,101080,14.9,Red,US,"This wine has artificial, plastic-like aromas that mar its opening and make it barely acceptable to drink.",Signature Series Mountain Cuvee,19,80,0.2375,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Kirkland Signature 2013 Signature Series Mountain Cuvee Cabernet Sauvignon (Napa Valley),https://www.winemag.com/buying-guide/kirkland-signature-2013-signature-series-mountain-cuvee-cabernet-sauvignon-napa-valley/,Cabernet Sauvignon,2013,Kirkland Signature
winemag 4801 to 5600,9956,133849,14.3,Red,US,"Nearly undrinkable for its arch-acidity that's almost still fermenting. The flavors are thin, with barely ripe blackberries and oak-like smokiness.",,13,80,0.1625,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Masterpiece 2012 Cabernet Sauvignon (Russian River Valley),https://www.winemag.com/buying-guide/masterpiece-2012-cabernet-sauvignon-sonoma-russian-river-valley/,Cabernet Sauvignon,2012,Masterpiece
winemag 5601 to 6400,1105,140576,13,Red,US,"Just barely drinkable. It's not dirty or anything, but watery and very fruity.",,12,80,0.15,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Inkling 2012 Cabernet Sauvignon (Paso Robles),https://www.winemag.com/buying-guide/inkling-2012-cabernet-sauvignon-central-coast-paso-robles/,Cabernet Sauvignon,2012,Inkling
winemag 5601 to 6400,2382,141853,14.5,Red,US,A grippy Cabernet lacking in fruit and personality.,,30,80,0.375,California,Mendocino County,"39.5500194, -123.4383530",39.5500194,-123.438353,Mendocino County,"39.3366700, -123.3000000",39.33667,-123.3,Rosati Family 2007 Cabernet Sauvignon (Mendocino County),https://www.winemag.com/buying-guide/rosati-family-2007-cabernet-sauvignon-mendocino-lake-counties-county/,Cabernet Sauvignon,2007,Rosati Family
winemag 5601 to 6400,15018,154489,13.8,Red,US,"This Lodi wine has a whirl of smoky, oaky flavors, plus a not entirely pleasant green tinge to its finish.",,12,80,0.15,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Insatiable 2011 Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/insatiable-2011-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2011,Insatiable
winemag 6401 to 7200,441,155578,14.8,Red,US,"This is just barely drinkable, with modest blackberry fruit. It's hot and Port-like, right through the raisiny finish.",,36,80,0.45,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,York Mountain,"35.5460830, -120.8332336",35.546083,-120.8332336,Calcareous 2009 Cabernet Sauvignon (York Mountain),https://www.winemag.com/buying-guide/calcareous-2009-cabernet-sauvignon-central-coast-york-mountain/,Cabernet Sauvignon,2009,Calcareous
winemag 6401 to 7200,8971,164108,15.6,Red,US,This wine has very little going on aromatically and tastes slightly burnt.,Reserve,26,80,0.325,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Livermore Valley,"37.6802080, -121.7918985",37.680208,-121.7918985,3 Steves Winery 2008 Reserve Cabernet Sauvignon (Livermore Valley),https://www.winemag.com/buying-guide/3-steves-winery-2008-reserve-cabernet-sauvignon-central-coast-livermore-valley/,Cabernet Sauvignon,2008,3 Steves Winery
winemag 6401 to 7200,15029,170166,14,Red,US,"Barely acceptable, it's so vegetal, with a steamed asparagus edge. Saved by a hint of blackberry.",,17,80,0.2125,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Shiloh Road 2008 Cabernet Sauvignon (Sonoma County),https://www.winemag.com/buying-guide/shiloh-road-2008-cabernet-sauvignon-sonoma-county/,Cabernet Sauvignon,2008,Shiloh Road
winemag 6401 to 7200,15031,170168,14.1,Red,US,"This wine has a plethora of green pepper going on, and not in a particularly pleasant way.",,28,80,0.35,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Valley,"38.2918590, -122.4580356",38.291859,-122.4580356,Hannah Nicole Vineyards 2009 Cabernet Sauvignon (Sonoma Valley),https://www.winemag.com/buying-guide/hannah-nicole-2009-cabernet-sauvignon-sonoma-valley/,Cabernet Sauvignon,2009,Hannah Nicole Vineyards
winemag 7201 to 8000,5419,176190,13.25,Red,US,"Not sure what's going on here but both bottles of this Cab smelled of diesel gasoline, burnt rubber and corn nuts.",Padre Amante Reserve,15,80,0.1875,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Sharabella Wines 2008 Padre Amante Reserve Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/sharabella-wines-2008-padre-amante-reserve-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2008,Sharabella Wines
winemag 7201 to 8000,15478,186249,13.9,Red,US,"Barely acceptable. Dry, harsh and vegetal.",Discovery,11,80,0.1375,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Alexander Valley,"38.6129647, -122.7694345",38.6129647,-122.7694345,Q 2008 Discovery Cabernet Sauvignon (Alexander Valley),https://www.winemag.com/buying-guide/q-2008-discovery-cabernet-sauvignon-sonoma-alexander-valley/,Cabernet Sauvignon,2008,Q
winemag 8001 to 8800,7770,194175,14,Red,US,"Just barely drinkable, with sweet and sour raspberry fruit sauce flavors.",,13,80,0.1625,California,North Coast,"38.0192523, -122.8631254",38.0192523,-122.8631254,North Coast,"38.0192523, -122.8631254",38.0192523,-122.8631254,Fair Hare NV Cabernet Sauvignon (North Coast),https://www.winemag.com/buying-guide/fair-hare-nv-cabernet-sauvignon-north-coast/,Cabernet Sauvignon,NV,Fair Hare
winemag 8801 to 9600,1563,218544,14.7,Red,US,"A difficult wine to like. Shows a mixture of unripe, herbal flavors with jammy sweet ones. There's also a note of vegetal asparagus all the way through.",,35,80,0.4375,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Alexander Valley,"38.6129647, -122.7694345",38.6129647,-122.7694345,Mantra 2006 Cabernet Sauvignon (Alexander Valley),https://www.winemag.com/buying-guide/mantra-2006-cabernet-sauvignon-sonoma-alexander-valley/,Cabernet Sauvignon,2006,Mantra
winemag 8801 to 9600,4228,221209,14.5,Red,US,"Soft, sugary sweet and simple, with pie-filling flavors of cherries. You'll taste some raw acidity, too.",Estate Grown,16,80,0.2,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Van Ruiten 2006 Estate Grown Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/van-ruiten-2006-estate-grown-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2006,Van Ruiten
winemag 8801 to 9600,5153,222134,15.6,Red,US,"Sharp and pricked, with a tartness that detracts. Also tastes like it has residual sugar, in the raspberry-mocha cookie sweetness.",Asbill Vineyard,35,80,0.4375,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Oak Knoll District,"38.3583300, -122.3338900",38.35833,-122.33389,Terremoto Cellars 2005 Asbill Vineyard Cabernet Sauvignon (Oak Knoll District),https://www.winemag.com/buying-guide/terremoto-cellars-2005-asbill-vineyard-cabernet-sauvignon-napa-oak-knoll-district/,Cabernet Sauvignon,2005,Terremoto Cellars
winemag 8801 to 9600,6087,223068,13.1,Red,US,"Very dry and sharp, almost sour, with Lifesaver cherry flavors. Not going anywhere.",Reserve,65,80,0.8125,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Tara Bella 2006 Reserve Cabernet Sauvignon (Sonoma County),https://www.winemag.com/buying-guide/tara-bella-2006-reserve-cabernet-sauvignon-sonoma-county/,Cabernet Sauvignon,2006,Tara Bella
winemag 8801 to 9600,8355,225336,15,Red,US,"Rustic and simple, with sweetened cherry-berry and cola flavors that finish in a swirl of sugary blackberry jam.",Wild Horse Peak Mountain Vineyards 4-Block Blend,28,80,0.35,California,South Coast,"33.6910030, -117.8889767",33.691003,-117.8889767,South Coast,"33.6910030, -117.8889767",33.691003,-117.8889767,South Coast 2005 Wild Horse Peak Mountain Vineyards 4-Block Blend Cabernet Sauvignon (South Coast),https://www.winemag.com/buying-guide/south-coast-2005-wild-horse-peak-mountain-4-block-blend-cabernet-sauvignon-south-coast/,Cabernet Sauvignon,2005,South Coast
winemag 8801 to 9600,10255,227236,14.5,Red,US,"Smells weedy and tastes feeble, with acids and tannins starring and overpowering the fruit. There's a suggestion of vegetables.",Olive Ridge Vineyard,54,80,0.675,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Grasso 2005 Olive Ridge Vineyard Cabernet Sauvignon (Napa Valley),https://www.winemag.com/buying-guide/grasso-2005-olive-ridge-vineyard-cabernet-sauvignon-napa-valley/,Cabernet Sauvignon,2005,Grasso
winemag 8801 to 9600,10261,227242,13.9,Red,US,"Harsh and dry, with stewed prune and anise flavors. But it's clean and drinkable at an inexpensive price.",,9,80,0.1125,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Mountain View 2006 Cabernet Sauvignon (Central Coast),https://www.winemag.com/buying-guide/mountain-view-2006-cabernet-sauvignon-central-coast/,Cabernet Sauvignon,2006,Mountain View
winemag 8801 to 9600,13058,230039,14.1,Red,US,"Smells and tastes like inexpensive Port, with caramelized wood, baked cherry and sugared black currant jam notes.",,30,80,0.375,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Alexander Valley,"38.6129647, -122.7694345",38.6129647,-122.7694345,Rezonja 2005 Cabernet Sauvignon (Alexander Valley),https://www.winemag.com/buying-guide/rezonja-2005-cabernet-sauvignon-sonoma-alexander-valley/,Cabernet Sauvignon,2005,Rezonja
winemag 8801 to 9600,14745,231726,16.3,Red,US,"This Cab is soft, overly ripe, hot and sweet, with sugary flavors of blackberries, chocolate and currants.",,32,80,0.4,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Sculpterra 2006 Cabernet Sauvignon (Paso Robles),https://www.winemag.com/buying-guide/sculpterra-2006-cabernet-sauvignon-central-coast-paso-robles/,Cabernet Sauvignon,2006,Sculpterra
winemag 9601 to 10400,1650,234306,13.9,Red,US,"Harsh and rustic, this Cab has disagreeably strong tannins and green flavors that barely suggest blackberries.",,15,80,0.1875,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Clayhouse 2006 Cabernet Sauvignon (Paso Robles),https://www.winemag.com/buying-guide/clayhouse-2006-cabernet-sauvignon-central-coast-paso-robles/,Cabernet Sauvignon,2006,Clayhouse
winemag 9601 to 10400,3210,235866,13.9,Red,US,"The official alcohol is under 14%, but the wine smells and tastes like Port. It has a burnt, caramelized taste of baked fruit, and is tannicly astringent.",Tombs Creek Vineyard,29,80,0.3625,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Tin Barn 2003 Tombs Creek Vineyard Cabernet Sauvignon (Sonoma County),https://www.winemag.com/buying-guide/tin-barn-2003-tombs-creek-vineyard-cabernet-sauvignon-sonoma-county/,Cabernet Sauvignon,2003,Tin Barn
winemag 9601 to 10400,4893,237549,15,Red,US,"An odd wine, with juicy blackberry and chocolate flavors side by side with annoyingly vegetal ones. High alcohol and low acidity make the wine hot and flaccid.",,28,80,0.35,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Earthquake 2004 Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/earthquake-2004-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2004,Earthquake
winemag 9601 to 10400,6433,239089,13.5,Red,US,"Soft and dull, with vegetal and blackberry flavors that finish sweet and cloying.",,15,80,0.1875,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Estancia 2005 Cabernet Sauvignon (Paso Robles),https://www.winemag.com/buying-guide/estancia-2005-cabernet-sauvignon-central-coast-paso-robles/,Cabernet Sauvignon,2005,Estancia
winemag 9601 to 10400,6436,239092,13.5,Red,US,"Difficult to find much to like here. Smells baked and Porty, and tastes overtly sweet in residual sugar, like cherry and raspberry jam.",,8,80,0.1,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Mountain View 2005 Cabernet Sauvignon (Central Coast),https://www.winemag.com/buying-guide/mountain-view-2005-cabernet-sauvignon-central-coast/,Cabernet Sauvignon,2005,Mountain View
winemag 9601 to 10400,6988,239644,14.3,Red,US,"Excessively ripe fruit verging on baked, burnt blackberries, hard tannins and residual sweetness.",,19,80,0.2375,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Vina Robles 2004 Cabernet Sauvignon (Paso Robles),https://www.winemag.com/buying-guide/vina-robles-2004-cabernet-sauvignon-central-coast-paso-robles/,Cabernet Sauvignon,2004,Vina Robles
winemag 9601 to 10400,8137,240793,14.5,Red,US,"Pretty rustic, with a soft, harsh mouthfeel and overripe raisin and chili pepper flavors that finish dry and astringent.",,12,80,0.15,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,Windmill 2005 Cabernet Sauvignon (Lodi),https://www.winemag.com/buying-guide/windmill-2005-cabernet-sauvignon-central-valley-lodi/,Cabernet Sauvignon,2005,Windmill
winemag 9601 to 10400,9696,242352,13.5,Red,US,"One of the sweetest Cabs on the market, it's way too sugary, tasting like sweet plum and blackberry fruit juice with alcohol.",,32,80,0.4,California,Lake County,"39.0839644, -122.8084496",39.0839644,-122.8084496,Red Hills,"37.8404833, -120.4579742",37.8404833,-120.4579742,Steele 2004 Cabernet Sauvignon (Red Hills),https://www.winemag.com/buying-guide/steele-2004-cabernet-sauvignon-mendocino-lake-counties-red-hills-county/,Cabernet Sauvignon,2004,Steele
winemag 9601 to 10400,10924,243580,14.7,Red,US,"Just barely acceptable, this soft, semisweet Cab has Lifesaver candy flavors of cherries and raspberries.",,28,80,0.35,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Monterey,"36.3136201, -121.3541631",36.3136201,-121.3541631,Pianetta 2004 Cabernet Sauvignon (Monterey),https://www.winemag.com/buying-guide/pianetta-2004-cabernet-sauvignon-central-coast-monterey/,Cabernet Sauvignon,2004,Pianetta
winemag 9601 to 10400,12526,245182,13.5,Red,US,"It's a bit raw and slightly sweet. Still, it offers acceptable cassis fruity flavors.",Cab,11,80,0.1375,California,Mendocino County,"39.5500194, -123.4383530",39.5500194,-123.438353,Mendocino County,"39.3366700, -123.3000000",39.33667,-123.3,Big Yellow 2004 Cab Cabernet Sauvignon (Mendocino County),https://www.winemag.com/buying-guide/big-yellow-2004-cab-cabernet-sauvignon-mendocino-lake-counties-county/,Cabernet Sauvignon,2004,Big Yellow
winemag 10401 to 11200,4222,19484,12.7,Red,US,"Hard to find much to like with this sharply acidic, green young wine. Has flavors of wintergreen and fennel, with a touch of cherry juice.",,9,80,0.1125,California,Mendocino County,"39.5500194, -123.4383530",39.5500194,-123.438353,Mendocino County,"39.3366700, -123.3000000",39.33667,-123.3,Stone Creek 2003 Merlot (Mendocino County),https://www.winemag.com/buying-guide/stone-creek-2003-merlot-mendocino-lake-counties-county/,Merlot,2003,Stone Creek
winemag 10401 to 11200,4223,19485,14,Red,US,"Definitely on the rustic side, showing some overripe, raisiny flavors alongside greener, minty ones, and a sugary sweet finish. A clumsy wine.",Crane Ridge Reserve,18,80,0.225,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Livermore Valley,"37.6802080, -121.7918985",37.680208,-121.7918985,Wente 2003 Crane Ridge Reserve Merlot (Livermore Valley),https://www.winemag.com/buying-guide/wente-2003-crane-ridge-reserve-merlot-central-coast-livermore-valley/,Merlot,2003,Wente
winemag 10401 to 11200,4994,20256,13.9,Red,US,"Smells great, just like Merlot should, with cherry pie, violet, cocoa, cinnamon and toasty vanilla aromas. But it turns shockingly sweet in the mouth. It tastes more like ice cream topping than a table wine.",,18,80,0.225,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Robert Hall 2004 Merlot (Paso Robles),https://www.winemag.com/buying-guide/robert-hall-2004-merlot-central-coast-paso-robles/,Merlot,2004,Robert Hall
winemag 10401 to 11200,8050,23312,13.5,Red,US,"They kept the alcohol moderate, but at the obvious cost of residual sugar. This overtly sweet wine tastes like the old kosher stuff I grew up with.",Barrel Reserve,11,80,0.1375,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,St. George 2004 Barrel Reserve Merlot (Sonoma County),https://www.winemag.com/buying-guide/st-george-2004-barrel-reserve-merlot-sonoma-county/,Merlot,2004,St. George
winemag 10401 to 11200,9041,24303,14.5,Red,US,"Tired and sweet, with red and black cherry flavors and a simple structure, this Merlot is just barely serviceable.",,18,80,0.225,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Grove Street 2001 Merlot (Sonoma County),https://www.winemag.com/buying-guide/grove-street-2001-merlot-sonoma-county/,Merlot,2001,Grove Street
