filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region / state,subregion,subregion lat lon,subregion lat,subregion lon,subsubregion,subsubregion lat lon,subsubregion lat,subsubregion lon,title,url,varietal,vintage,winery
winemag 3201 to 4000,11360,104240,14.5,Red,US,"In this vintage, the producer's beloved blend is a commingling of 75% Cabernet Sauvignon, 10% Merlot, 10% Petit Verdot, 3% Malbec and 2% Cabernet Franc. Two years in new French oak give it a youthful, tannic nature around smoky black cherry, burly leather and full-bodied richness and concentration. Further time in the bottle should coax out the blackberry and cherry; cellar through 2027.",Insignia Estate Grown,240,95,2.526315789,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Joseph Phelps 2012 Insignia Estate Grown Red (Napa Valley),https://www.winemag.com/buying-guide/joseph-phelps-2012-insignia-estate-grown-red-napa-valley/,Bordeaux-style Red Blend,2012,Joseph Phelps
winemag 4801 to 5600,7144,131037,14.5,Red,US,"Based on Cabernet Sauvignon and Cabernet Franc, this shows hard tannins and dryness despite the intensely ripe blackberries and cherries at its core. Two-thirds new French oak is not too much, adding balancing toast and wood tannins. This gorgeous wine will begin to come into its own by 2018, and should evolve for many more years.",Core Stone,125,95,1.315789474,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Oakville,"38.4366996, -122.4027850",38.4366996,-122.402785,Oakville East 2010 Core Stone Red (Oakville),https://www.winemag.com/buying-guide/oakville-east-2010-core-stone-red-napa-oakville/,Bordeaux-style Red Blend,2010,Oakville East
winemag 5601 to 6400,7968,147439,14,Red,US,"This is a 40-40 blend of Cabernet Sauvignon and Petit Verdot, with the balance consisting of Merlot. It's a barrel selection of the winery's best lots, from its various vineyards, and has been aged in 100% new French oak. Yet it's not oaky at all, with the wood bringing only additional sweet, smoky richness to the red currants, cherries, dark chocolate and spices. This is a superb wine, delicious right out of the bottle, but it should develop and, depending on your tastes, improve over the next 20 years.",Reserve,135,95,1.421052632,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Diamond Mountain District,"40.2612861, -120.5574455",40.2612861,-120.5574455,Von Strasser 2010 Reserve Red (Diamond Mountain District),https://www.winemag.com/buying-guide/von-strasser-2010-reserve-red-napa-diamond-mountain-district/,Bordeaux-style Red Blend,2010,Von Strasser
winemag 5601 to 6400,11812,151283,14.4,Red,US,"Terlato's focus on Bordeaux-style red wines has paid off in the last several vintages, and this blend of Cabernet Sauvignon, Merlot and Petit Verdot continues the success streak. It has ripe, spicy flavors of blackberry jam, black currant and sweet, toasty oak, and the tannin-acid structure is balanced. Still, it's an astringent wine that needs time in the cellar, so give it at least eight years. It could age well beyond that.",Episode,175,95,1.842105263,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Terlato 2009 Episode Red (Napa Valley),https://www.winemag.com/buying-guide/terlato-2009-episode-red-napa-valley/,Bordeaux-style Red Blend,2009,Terlato
winemag 5601 to 6400,11844,151315,14.9,Red,US,"This wine's blackberry and currant flavors are concentrated and ripe, and the notes of toasty new oak and chocolate gently ride over the fruit rather than overwhelming it. The spiced and sweet-tasting finish lasts for a full minute. Made from 95% Cabernet Sauvignon, this is one of the best Bordeaux-style wines from Santa Ynez Valley. Drink now-2015.",El Desafio de Jonata,125,95,1.315789474,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Ynez Valley,"34.5841542, -120.0973685",34.5841542,-120.0973685,Jonata 2007 El Desafio de Jonata Red (Santa Ynez Valley),https://www.winemag.com/buying-guide/jonata-2007-el-desafio-red-central-coast-santa-ynez-valley/,Bordeaux-style Red Blend,2007,Jonata
winemag 6401 to 7200,2115,157252,14.3,Red,US,"Made from 70% Cabernet Sauvignon and 30% Cabernet Franc, it has every hallmark of a young Napa Valley Bordeaux blend. It's dry, smooth and complex in tannins, with balancing acidity and an incredible array of flavors, including blackberry, black currant, cherry, chocolate, dried herb, smoky oak and spice. It has that important but hard-to-define quality of sophistication. It's delicious now, and it should develop in the bottle for at least 10 years.",,115,95,1.210526316,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Viader 2009 Red (Napa Valley),https://www.winemag.com/buying-guide/viader-2009-red-napa-valley/,Bordeaux-style Red Blend,2009,Viader
winemag 6401 to 7200,2116,157253,14.5,Red,US,"A classic Napa Valley Bordeaux blend, dry, smooth, complex and elegant. Based on Merlot and Cabernet Sauvignon, it's an instant pleaser, from the dryness and mellow texture to the delicious blackberry, cassis, plum, dark chocolate and smoky oak flavors. It will provide wonderful drinking over many years.",Elevage,79,95,0.831578947,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Stags Leap District,"38.3992276, -122.3235399",38.3992276,-122.3235399,Chimney Rock 2009 Elevage Red (Stags Leap District),https://www.winemag.com/buying-guide/chimney-rock-2009-elevage-red-napa-stags-leap-district/,Bordeaux-style Red Blend,2009,Chimney Rock
winemag 6401 to 7200,2121,157258,14.4,Red,US,"An extraordinary wine, this is one of the best offerings from Sequoia Grove. Everything is pitch-perfect: Its fine, ripe fruit flavors of blackberry, blueberry and black currant are balanced with earthy, herbal tones; its tannins are soft and rich, with a sharp acidity and a tasteful overlay of oak. Delicious as it is now, you'll want to cellar this wine for at least six years.",Cambium,125,95,1.315789474,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Sequoia Grove 2008 Cambium Red (Napa Valley),https://www.winemag.com/buying-guide/sequoia-grove-2008-cambium-red-napa-valley/,Bordeaux-style Red Blend,2008,Sequoia Grove
winemag 6401 to 7200,6042,161179,13.8,Red,US,"This Bordeaux blend is delicious, refined and ageworthy. It's dry and quite tannic now, but underneath the astringency is a beautifully balanced wine with intensely concentrated blackberry and dark chocolate fruit, with an earthiness. A terrific wine that should come into its own after 2017.",Harmonie,120,95,1.263157895,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Captûre 2009 Harmonie Red (Sonoma County),https://www.winemag.com/buying-guide/capture-2009-harmonie-red-sonoma-county/,Bordeaux-style Red Blend,2009,Captûre
winemag 6401 to 7200,12448,167585,14.5,Red,US,"Gigantic and impossibly tannic. Don't even think about drinking this Cabernet now. It's tightly wrapped in astringency, yet the molten core of blackberries, currants, blueberries and dark chocolate, and a firm minerality, almost guarantees extended aging through 2016, at least. It's a worthy followup to the 2006 and 2007.",Obsidian,125,95,1.315789474,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Howell Mountain,"38.5813900, -122.4500000",38.58139,-122.45,Arkenstone 2008 Obsidian Red (Howell Mountain),https://www.winemag.com/buying-guide/arkenstone-2008-obsidian-red-napa-howell-mountain/,Bordeaux-style Red Blend,2008,Arkenstone
winemag 6401 to 7200,13817,168954,14.2,Red,US,"A terrific wine, smooth, complex and ageworthy. Mainly Cabernet Sauvignon from Diamond Mountain, it shows mountain intensity of fruit, with a molten core of blackberries and black currants. The tannins are bigtime, yet smooth and refined in the modern style, and the finish is elaborate in fruits and spices. A monument to what this fine winery can achieve at the top level. Hold until 2015, after which it should provide great drinking for additional years.",Synthesis,75,95,0.789473684,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Martin Ray 2007 Synthesis Red (Napa Valley),https://www.winemag.com/buying-guide/martin-ray-2007-synthesis-red-napa-valley/,Bordeaux-style Red Blend,2007,Martin Ray
winemag 7201 to 8000,528,171299,14.8,Red,US,"Even though 2008 was not the greatest Cabernet vintage, Rubicon has produced one of the most delicious bottlings of the year. Mainly Cabernet Sauvignon, with a little Cab Franc, Petit Verdot and Merlot for complexity, it's so delicious now, you might want to finish off the bottle. Soft and velvety, it appeals with blackberry and cherry pie filling flavors, and the oak appliqué is perfect. Combines the ripeness of this central Napa Valley vineyard with impeccable winemaker taste, resulting in a gorgeous wine. Will develop through this decade.",,175,95,1.842105263,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Rutherford,"38.4591012, -122.4225638",38.4591012,-122.4225638,Rubicon Estate 2008 Red (Rutherford),https://www.winemag.com/buying-guide/rubicon-estate-2008-red-napa-rutherford/,Bordeaux-style Red Blend,2008,Rubicon Estate
winemag 7201 to 8000,3010,173781,14.9,Red,US,"A best-of-barrels blend from the classic Bordeaux varieties, this wine is delicious. It's not hard for Napa to ripen fruit to blackberry and cherry perfection, or for the winemaker to age the wine in the best oak. What's difficult is to house all this richness in such smooth tannins, with such depth and such a pure finish. A spectacularly good wine to drink now, and it should develop for at least a decade.",Marriage,75,95,0.789473684,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Spring Mountain District,"38.5228143, -122.5492726",38.5228143,-122.5492726,Terra Valentine 2008 Marriage Red (Spring Mountain District),https://www.winemag.com/buying-guide/terra-valentine-2008-marriage-red-napa-spring-mountain/,Bordeaux-style Red Blend,2008,Terra Valentine
winemag 7201 to 8000,3018,173789,14.5,Red,US,"Duckhorn's new releases are so good, you might hesitate to make the investment on this Cabernet Sauvignon-Merlot blend. True, it's not the most drinkable of their wines, at this time, but it easily is the most intense and concentrated. Dazzles with a molten core of sweet blackberries, blueberries and cassis, deep and long in the finish. Don't insult it by drinking before 2013, but you're better served by holding for far longer, even into the 2020s.",The Discussion Estate Grown,115,95,1.210526316,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Duckhorn 2007 The Discussion Estate Grown Red (Napa Valley),https://www.winemag.com/buying-guide/duckhorn-2007-discussion-estate-grown-red-napa-valley/,Bordeaux-style Red Blend,2007,Duckhorn
winemag 7201 to 8000,9343,180114,14.5,Red,US,"Very fine, rich and dramatic, a wine that feels important all the way through. Dry and vital in concentrated blackberry and currant flavors, with a rich appliqué of smoky oak, it announces its terroir with authority. But it's extraordinarily tannic, and needs lots of time. Try after 2015.",State Lane Vineyard Estate Cuvée,165,95,1.736842105,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Yountville,"38.4015781, -122.3608105",38.4015781,-122.3608105,Kapcsandy Family Winery 2008 State Lane Vineyard Estate Cuvée Red (Yountville),https://www.winemag.com/buying-guide/kapcsandy-family-winery-2008-state-lane-vineyard-estate-cuvee-red-napa-yountville/,Bordeaux-style Red Blend,2008,Kapcsandy Family Winery
winemag 7201 to 8000,9350,180121,,Red,US,"Here's one for the cellar. It's a big, dry, muscular wine, assertive in tannins, with mineral-driven blackberry and black currant flavors. Muscular and intense, it should provide great drinking starting in 2015 and for many years after. A very great expression of its vineyard, which is basically the old Beringer State Lane Vineyard.",Endre,90,95,0.947368421,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Yountville,"38.4015781, -122.3608105",38.4015781,-122.3608105,Kapcsandy Family Winery 2008 Endre Red (Yountville),https://www.winemag.com/buying-guide/kapcsandy-family-winery-2008-endre-red-napa-yountville/,Bordeaux-style Red Blend,2008,Kapcsandy Family Winery
winemag 7201 to 8000,11533,182304,14.2,Red,US,"Extremely tannic at the age of five years, and that astringency accentuates the dryness, making the wine austere and distant. It has a dense, complex core of blackberries, coated with immaculately fine, sweet oak. Feels important and dramatic, but too young. Begs to be housed in a good cellar for a good eight years.",Le Desir,300,95,3.157894737,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Verité 2006 Le Desir Red (Sonoma County),https://www.winemag.com/buying-guide/verite-2006-le-desir-red-sonoma-county/,Bordeaux-style Red Blend,2006,Verité
winemag 7201 to 8000,12845,183616,14.5,Red,US,"A wonderful wine, delicious and satisfying, and another great example of the '07 vintage in Napa. Made of the five classic Bordeaux varieties, it's full-bodied, dry and richly tannic. The flavors are enormously complex, suggesting blackberries, cassis, olive tapenade and cedar, with a long, sweet finish. Already throwing some sediment, it should age well for the next ten years.",The Oracle,90,95,0.947368421,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Miner 2007 The Oracle Red (Napa Valley),https://www.winemag.com/buying-guide/miner-2007-oracle-red-napa-valley/,Bordeaux-style Red Blend,2007,Miner
winemag 7201 to 8000,14210,184981,14.5,Red,US,"So softly delicious, so complex and sensually satisfying, this Bordeaux blend, which is based on Cabernet Sauvignon and contains all the other classic varieties, is truly a wine to savor. The blackberry and cassis flavors have an edge of chocolate, and the deliciousness is compounded by superbly ripe, sculpted tannins and a long but thoroughly dryfinish. Dazzlingly good, and could develop bottle complexity over the years.",Obsidian,120,95,1.263157895,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Howell Mountain,"38.5813900, -122.4500000",38.58139,-122.45,Arkenstone 2007 Obsidian Red (Howell Mountain),https://www.winemag.com/buying-guide/arkenstone-2007-obsidian-red-napa-howell-mountain/,Bordeaux-style Red Blend,2007,Arkenstone
winemag 7201 to 8000,14212,184983,14.8,Red,US,"One sip is all it takes to understand that this is a vital, impressive and possibly profound wine. A blend of 96% Merlot and 4% Cabernet Franc, it displays the voluptuous richness of a Heidi Barrett wine, but also shows a firmness of character and a structural dryness that elevate it. Exceptionally flavorful in blackberries and cherries, it has tantalizing hints of herbs, olive tapenade and, of course, intensely fine oak. Drink now-2016.",,200,95,2.105263158,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Amuse Bouche 2008 Red (Napa Valley),https://www.winemag.com/buying-guide/amuse-bouche-2008-red-napa-valley/,Bordeaux-style Red Blend,2008,Amuse Bouche
winemag 8001 to 8800,4253,190658,14.8,Red,US,"A blend of Cabernets Sauvignon and Franc, Merlot and Petit Verdot, this wine defines the cult style of immediate softness and deliciousness. Aged in 100% new oak, it adds a layer of caramelized vanilla to the ultra rich blackberry, black cherry, red currant, chocolate, anise and exotic Indian spice flavors. Superb now, and should develop over the next six years.",Lake William,105,95,1.105263158,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Jarvis 2006 Lake William Red (Napa Valley),https://www.winemag.com/buying-guide/jarvis-2006-lake-william-red-napa-valley/,Bordeaux-style Red Blend,2006,Jarvis
winemag 8001 to 8800,4255,190660,15.1,Red,US,"Made in the modern style, this Cabernet-based Bordeaux-style blend was aged in mostly new French oak for 20 months, so it shows plenty of toasty, oaky notes. It's softly delicious, with tiers of raspberry, cherry, red currant, milk chocolate, violet and dried herb flavors, wrapped into the smoothest possible tannins. An extraordinarily beautiful wine for drinking now and the next 4-5 years.",Estate,90,95,0.947368421,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Chalk Hill,"38.6037982, -122.7772125",38.6037982,-122.7772125,Chalk Hill 2007 Estate Red (Chalk Hill),https://www.winemag.com/buying-guide/chalk-hill-2007-estate-red-sonoma-chalk-hill/,Bordeaux-style Red Blend,2007,Chalk Hill
winemag 8001 to 8800,10133,196538,14.2,Red,US,"A very fine Cab from the estate, which is in the north-central part of the Rutherford appellation. Judging from the tannins, it's too youthful to drink now, with a tight, astringent mouthfeel and fleshy, unintegrated oak. But the flavors are extraordinary. They flood the mouth with the essence of Cabernet, with ripe blackberries, black currants, raspberries and mocha, and the spicy finish lasts for a full minute. Give it until 2013, and it should provide great drinking through 2019, at least.",Red Wine,140,95,1.473684211,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Rutherford,"38.4591012, -122.4225638",38.4591012,-122.4225638,Quintessa 2007 Red Wine Red (Rutherford),https://www.winemag.com/buying-guide/quintessa-2007-red-wine-napa-rutherford/,Bordeaux-style Red Blend,2007,Quintessa
winemag 8001 to 8800,14145,200550,14.5,Red,US,"Some wines are meant for immediate consumption. Others require age. This wonderful wine satisfies on both sides. It's softly rich and polished in tannins, with accessible blackberry, cassis and oak flavors. Yet it has the structure and depth to go for years. Now-2016, at least.",Paramour,90,95,0.947368421,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Blackbird Vineyards 2007 Paramour Red (Napa Valley),https://www.winemag.com/buying-guide/blackbird-2007-paramour-red-napa-valley/,Bordeaux-style Red Blend,2007,Blackbird Vineyards
winemag 801 to 1600,2470,204513,14.9,Red,US,"Very dark and thick in the glass, this blend of 72% Cabernet Sauvignon and 28% Petit Verdot is still quite wound up on the nose, shyly offering hints of dark chocolate, soy and black currant. Grilled beef, violets, roasted coffee and elderberry show through the tight tannic frame of the palate, which needs time to unfurl. Dried oregano and black pepper arise on the finish. Drink 2020-2040.",L'Insolent,95,95,1,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,95pointsClos Solène 2015 L'Insolent Red (Paso Robles)Cellar Selection,https://www.winemag.com/buying-guide/clos-solene-2015-linsolent-red-paso-robles/,Bordeaux-style Red Blend,2015,Clos Solène
winemag 801 to 1600,9931,211974,14.3,Red,US,"This expertly blends a majority of Cabernet Sauvignon with smaller amounts of Cabernet Franc, Merlot, Petit Verdot and Malbec, in that order. Grippy, it's quite savory, highlighted in cedar and pencil shavings that dot a sublime, supple core of tannin, seasoned in dried herb.",Estate,75,95,0.789473684,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Chalk Hill,"38.6037982, -122.7772125",38.6037982,-122.7772125,Calluna 2014 Estate Red (Chalk Hill),https://www.winemag.com/buying-guide/calluna-2014-estate-red-chalk-hill/,Bordeaux-style Red Blend,2014,Calluna
winemag 801 to 1600,9951,211994,14.9,Red,US,"A conservative 4% Cabernet Franc adds floral aroma and subtle herbaceousness to this Cabernet Sauvignon, which bristles on the nose in sandalwood and hibiscus. The rounded rich flavors tend toward red cherry and cassis-big bold layers of concentration supported by well-integrated tannin.",Era,275,95,2.894736842,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Alpha Omega 2013 Era Red (Napa Valley),https://www.winemag.com/buying-guide/alpha-omega-2013-era-red-napa-valley-279512/,Bordeaux-style Red Blend,2013,Alpha Omega
winemag 801 to 1600,12105,214148,14.8,Red,US,"This is a show-stopping blend of 71% Cabernet Sauvignon, 20% Petit Verdot and 9% Malbec by veteran winemaker Kevin Willenborg. A deep shade of mauve, the wine coats the glass and unleashes intense, lavish aromas of cassis, fig paste, mint and tarragon. It's as soft as it looks on the palate, where baked black cherry, roast beef, turned earth and lilac flavors ride luxurious yet firmly structured tannins.",Suendero,56,95,0.589473684,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Vina Robles 2013 Suendero Red (Paso Robles),https://www.winemag.com/buying-guide/vina-robles-2013-suendero-red-paso-robles/,Bordeaux-style Red Blend,2013,Vina Robles
winemag 8801 to 9600,8342,225323,14.9,Red,US,"This is a big, powerful Bordeaux blend that clearly needs time. Tasted in early 2009, it's very tannic and dry, although you can detect the massive cassis and plum flavors. It would be a pity to open before 2012, if you can keep your hands off it. Could eventually stun. Alpha Omega is a winery to watch.",Proprietary Red Wine,82,95,0.863157895,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Alpha Omega 2006 Proprietary Red Wine Red (Napa Valley),https://www.winemag.com/buying-guide/alpha-omega-2006-proprietary-red-wine-napa-valley/,Bordeaux-style Red Blend,2006,Alpha Omega
