filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 11201 to 12000,15232,46181,12.5,White,France,"It is a little simple, but it's packed with fresh fruit and boasts refreshing finish. Pineapple, pear and citrus flavors cavort freely in the mouth. Try it well-chilled as an apéritif.",Flower label,9,85,0.11,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Georges Duboeuf 2002 Flower label  (Mâcon-Villages),https://www.winemag.com/buying-guide/georges-duboeuf-2002-flower-label-chardonnay-macon-villages/,Chardonnay,2002,Georges Duboeuf
winemag 4001 to 4800,776,109189,13,White,France,"Very young and crisp, this refreshingly fruity wine has intense acidity, strong citrus flavors and a light, bright aftertaste. Drink from 2016 for its acidity to soften.",,9,85,0.11,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Vignerons des Terres Secrétes 2014  Mâcon-Villages,https://www.winemag.com/buying-guide/vignerons-terres-secretes-2014-chardonnay-macon-villages/,Chardonnay,2014,Vignerons des Terres Secrétes
winemag 11201 to 12000,6855,37804,,White,France,"This is a good price for a wine from this appellation. It's drier and earthier than the typical New World Chard, with peach flavors and crisp acidity.",Tradition,9,85,0.11,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Barton & Guestier 2001 Tradition  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/barton-guestier-2001-tradition-chardonnay-pouilly-fuisse/,Chardonnay,2001,Barton & Guestier
winemag 8801 to 9600,3696,220677,,White,France,"Fresh and lively with aromas of red apple, pear and lime citrus on the nose backed by muted melon and more citrus in the mouth. Medium weight and nicely balanced with a clean finish.",Estate Bottled,9,85,0.11,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Les Tours 2008 Estate Bottled Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/tours-2008-estate-bottled-chardonnay-vin-pays-doc/,Chardonnay,2008,Les Tours
winemag 12001 to 12800,9647,56338,,White,France,"A Chardonnay made of grapes from vineyards just outside Puligny-Montrachet, this wine opens with floral, apple and mineral aromas that lead to a dry, crisp palate. The mouthfeel is taut--the wine shows more class than most of its kind. It closes with tart green apple fruit and a light, lingering chalkiness.",Domaine Rene Manuel,10,85,0.12,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Labouré-Roi 1999 Domaine Rene Manuel  (Bourgogne),https://www.winemag.com/buying-guide/laboure-roi-1999-domaine-rene-manuel-chardonnay-bourgogne/,Chardonnay,1999,Labouré-Roi
winemag 1 to 800,5854,5854,13,White,France,"Lightly toasty, this wine is both crisp and fruity It has acidity, touches of apples and a nutty minerality at the end. Drink now.",Climat En Bout,10,85,0.12,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Chardonnay,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine des Crets 2016 Climat En Bout  (Mâcon-Chardonnay),https://www.winemag.com/buying-guide/domaine-des-crets-2016-climat-en-bout-macon-chardonnay/,Chardonnay,2016,Domaine des Crets
winemag 11201 to 12000,15208,46157,13,White,France,"Straightforward pear and pineapple fruit, appropriate weight and good length make this an enjoyable Mâcon either with food or without.",,10,85,0.12,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Michel Picard 2001  Mâcon-Villages,https://www.winemag.com/buying-guide/michel-picard-2001-chardonnay-macon-villages/,Chardonnay,2001,Michel Picard
winemag 1 to 800,10186,10186,12,White,France,"A little shy and straightforward, this offers aromas and flavors of softly baked apple, clove-spiked orange peel and pie crust. It's medium in weight, with enough acidity to keep the palate from feeling too rich, abundant or overdone.",La Châsse,10,85,0.12,France,null,null,null,Vin de France,null,null,null,Gabriel Meffre 2017 La Châsse Chardonnay (Vin de France),https://www.winemag.com/buying-guide/gabriel-meffre-2017-la-chasse-chardonnay-vin-de-france/,Chardonnay,2017,Gabriel Meffre
winemag 1601 to 2400,3913,65863,12.5,White,France,"Soft and fruity, this is an easy-to-drink wine. Its creamy texture and balanced acidity complement its apple flavors. It's ready to drink.",La Châsse,10,85,0.12,France,null,null,null,Vin de France,null,null,null,Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France),https://www.winemag.com/buying-guide/gabriel-meffre-2016-la-chasse-chardonnay-vin-de-france/,Chardonnay,2016,Gabriel Meffre
winemag 2401 to 3200,11173,88593,11.5,White,France,"Here is a simple but tasty Chard, offering attractive notes of pear, spiced orange and toasted apple skin on the nose and mouth. It's light weight and well balanced, with ample acidity and a short but clean finish. Enjoy now.",Bin 068,10,85,0.12,France,null,null,null,Vin de France,null,null,null,Kiwi Cuvée 2014 Bin 068 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/kiwi-cuvee-2014-bin-068-chardonnay-vin-de-france/,Chardonnay,2014,Kiwi Cuvée
winemag 3201 to 4000,447,93327,,White,France,"This is a gentle and easy-going Chardonnay. It is soft, lightly buttery and conveys apricot and ripe pear flavors. The aftertaste just touches on acidity.",,10,85,0.12,France,null,null,null,Vin de France,null,null,null,Café du Midi 2015 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/cafe-du-midi-2015-chardonnay-vin-de-france/,Chardonnay,2015,Café du Midi
winemag 3201 to 4000,503,93383,12,White,France,"This simple wine is full of fruit. There is no wood aging here, just ripe pear and apricot flavors that are gently textured. The wine, with its crisp final acidity, is ready to drink.",Les Plants Nobles,10,85,0.12,France,null,null,null,Vin de France,null,null,null,Ropiteau 2015 Les Plants Nobles Chardonnay (Vin de France),https://www.winemag.com/buying-guide/ropiteau-2015-les-plants-nobles-chardonnay-vin-de-france/,Chardonnay,2015,Ropiteau
winemag 8801 to 9600,11920,228901,13.5,White,France,"An excellent selection for the price, but this is not a wine for those who do not enjoy the flavors of malolactic fermentation and oak aging. While the nose offers aromas of pear, peach and citrus zest accented by notes of brioche, the palate offers up more pronounced oak contributions like a tub of buttered popcorn.",dA,10,85,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Limoux,"43.0532890, 2.2181420",43.053289,2.218142,Domaines Astruc 2007 dA Chardonnay (Limoux),https://www.winemag.com/buying-guide/domaines-astruc-2007-da-chardonnay-limoux/,Chardonnay,2007,Domaines Astruc
winemag 7201 to 8000,10062,180833,13,White,France,"Red apple skin and soft toasty aromas lead the bouquet of this wine, followed by notes of ripe stone fruit and a sweet spice-accented finish. Drink up.",,10,85,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Le Grand Noir 2009 Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/le-grand-noir-2009-chardonnay-vin-pays-doc/,Chardonnay,2009,Le Grand Noir
winemag 7201 to 8000,10112,180883,13,White,France,"Softly toasted apple skins flesh out the body, with a tangy and somewhat bitter citrus pith cut throughout to keep things lively and refreshing. Drink now.",Réserve St. Martin,10,85,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Les Vignerons de la Méditerranée 2009 Réserve St. Martin Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/vignerons-mediterranee-2009-reserve-st-martin-chardonnay-vin-pays-doc/,Chardonnay,2009,Les Vignerons de la Méditerranée
winemag 8001 to 8800,9801,196206,13.5,White,France,"Not overdone or overripe, here's a rich Chard that boasts fresh peach and red apple notes with notes of tropical fruit acidity. Clean and solid with a medium mouthfeel; an easy-drinking choice that's perfect for company.",,10,85,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,The Frenchhouse 2008 Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/frenchhouse-2008-chardonnay-vin-pays-doc/,Chardonnay,2008,The Frenchhouse
winemag 8801 to 9600,5928,222909,12.5,White,France,"The Loire produces a crisp style of Chardonnay, and this one emphasizes fresh lime and other citrus flavors. It has structure, a crisp core of pear skins with a floral, green finish.",,10,85,0.12,Loire Valley,"47.5532402, 1.0105289",47.5532402,1.0105289,Vin de Pays du Val de Loire,"47.5532402, 1.0105289",47.5532402,1.0105289,Domaine du Petit Clocher 2008 Chardonnay (Vin de Pays du Val de Loire),https://www.winemag.com/buying-guide/domaine-petit-clocher-2008-chardonnay-vin-pays-val/,Chardonnay,2008,Domaine du Petit Clocher
winemag 10401 to 11200,14989,30251,12.5,White,France,"A plump, medium-bodied Chardonnay with a trace of custardiness to its texture, this wine speaks of its origins, marrying ripe pear fruit with toasted nuts and mineral notes. Finishes clean and minerally, a good value in white Burgundy.",Bourgogne,11,85,0.13,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Domaine Vincent Sauvestre 2003 Bourgogne  (Bourgogne),https://www.winemag.com/buying-guide/domaine-vincent-sauvestre-2003-bourgogne-chardonnay-bourgogne/,Chardonnay,2003,Domaine Vincent Sauvestre
winemag 12001 to 12800,9493,56184,,White,France,"Ripe, but not sweet, this is definitely chardonnay, and definitely bot new World style.  Opening aromas of mild spices, hay and melon segue to nutmeg and toast on the even palate.  Finishes tangy, showing modest length and a touch of warmth, with cinnamon and faint burnt-sugar notes.",,11,85,0.13,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Bouchard Aîné & Fils 1999  Bourgogne,https://www.winemag.com/buying-guide/bouchard-aine-fils-1999-chardonnay-bourgogne/,Chardonnay,1999,Bouchard Aîné & Fils
winemag 12001 to 12800,4832,51523,,White,France,,Bourgogne,11,85,0.13,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Côte Chalonnaise,"46.7800408, 4.7409998",46.7800408,4.7409998,Cave des Vignerons de Buxy 2000 Bourgogne  (Côte Chalonnaise),https://www.winemag.com/buying-guide/cave-vignerons-buxy-2000-bourgogne-chardonnay-cote-chalonnaise/,Chardonnay,2000,Cave des Vignerons de Buxy
winemag 4001 to 4800,765,109178,13,White,France,"Very crisp and fresh, this young wine has tight acidity as well as touches of yellow fruits. It is a fruity wine that needs to soften over the next few months. Drink from 2016",,11,85,0.13,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Chardonnay,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Talmard 2014  Mâcon-Chardonnay,https://www.winemag.com/buying-guide/domaine-talmard-2014-chardonnay-macon-chardonnay/,Chardonnay,2014,Domaine Talmard
winemag 3201 to 4000,494,93374,12,White,France,"This is a soft wine from a major Rhône valley producer. Attractive acidity gives it a crisp, bright feel. Tangy citrus and clean, light fruitiness are all there, balanced and ready to drink. Drink now.",La Châsse,11,85,0.13,France,null,null,null,Vin de France,null,null,null,Gabriel Meffre 2015 La Châsse Chardonnay (Vin de France),https://www.winemag.com/buying-guide/gabriel-meffre-2015-la-chasse-chardonnay-vin-de-france/,Chardonnay,2015,Gabriel Meffre
winemag 6401 to 7200,5907,161044,13,White,France,"Fresh and fruity with creamy green and white fruits, this is a soft, ready to drink Chardonnay. Attractively fruity, the acidity finely cuts through the wine.",Bourricot,11,85,0.13,France,null,null,null,Vin de France,null,null,null,L. Tramier & Fils 2011 Bourricot Chardonnay (Vin de France),https://www.winemag.com/buying-guide/l-tramier-fils-2011-bourricot-chardonnay-vin/,Chardonnay,2011,L. Tramier & Fils
winemag 5601 to 6400,1239,140710,12,White,France,"A crisp, fruity, unoaked Chardonnay. It has bright apple and fresh squeezed lime. This is very light and finishes with great acidity. Screwcap",,11,85,0.13,Loire Valley,"47.5532402, 1.0105289",47.5532402,1.0105289,Val de Loire,"47.5532402, 1.0105289",47.5532402,1.0105289,Bernier 2012 Chardonnay (Val de Loire),https://www.winemag.com/buying-guide/bernier-2012-chardonnay-val/,Chardonnay,2012,Bernier
winemag 10401 to 11200,4680,19942,,White,France,"Aromas of nuts and honey, with smooth, soft flavors. This wine has ripeness along with crisp acidity. It is pure in fruit, without a hint of wood.",Les Murelles,12,85,0.14,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Roux Pére et Fils 2005 Les Murelles  (Bourgogne),https://www.winemag.com/buying-guide/roux-pere-fils-2005-murelles-chardonnay-bourgogne/,Chardonnay,2005,Roux Pére et Fils
winemag 4001 to 4800,815,109228,13,White,France,"In this generous, fruity wine, rich flavors are cut by grapefruit acidity and aromatic herbs. The texture is full in the mouth with good refreshing flavors as well a juicy, aftertaste.",,12,85,0.14,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Albert Bichot 2013  Mâcon-Villages,https://www.winemag.com/buying-guide/albert-bichot-2013-chardonnay-macon-villages/,Chardonnay,2013,Albert Bichot
winemag 4801 to 5600,9602,133495,13,White,France,"Still very young, this wine is potentially crisp while also ripe. Citrus and yellow fruits present a fruit salad of flavors that are balanced by a more steely character. Drink from the end of 2014.",La Côte Blanche,12,85,0.14,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Cave de Lugny 2013 La Côte Blanche  (Mâcon-Villages),https://www.winemag.com/buying-guide/cave-lugny-2013-cote-blanche-chardonnay-macon-villages/,Chardonnay,2013,Cave de Lugny
winemag 3201 to 4000,4140,97020,12.5,White,France,"From the Cognac region, this ripe, totally fruity wine has no suggestion of wood aging. Attractive apple and light citrus flavors are ripe and right up front. Acidity adds freshness to the end. Drink now.",Maison des 3 Ponts,12,85,0.14,Charentais,"45.7519958, 0.1534761",45.7519958,0.1534761,Charentais,"45.7519958, 0.1534761",45.7519958,0.1534761,Maison des 3 Ponts 2014 Maison des 3 Ponts Chardonnay (Charentais),https://www.winemag.com/buying-guide/maison-des-3-ponts-2014-maison-des-3-ponts-chardonnay-charentais/,Chardonnay,2014,Maison des 3 Ponts
winemag 1601 to 2400,4316,66266,13,White,France,"This broad wine has apple and pear flavors and a smooth texture. It's all ripe and creamy fruit, with well-balanced acidity.",Alain de la Treille,12,85,0.14,France,null,null,null,Vin de France,null,null,null,Bougrier 2016 Alain de la Treille Chardonnay (Vin de France),https://www.winemag.com/buying-guide/bougrier-2016-alain-de-la-treille-chardonnay-vin-de-france/,Chardonnay,2016,Bougrier
winemag 9601 to 10400,14904,247560,,White,France,"A blend of lots from Burgundy and the Languedoc, this is a decent little  Chardonnay, with pear and melon flavors and hints of honey and cashew. Picks  up mild citrusy notes on the abbreviated finish. The fruit is 2005, although  it can't say that on the label because of European labeling requirements.",Grand Reserve,12,85,0.14,France,null,null,null,Vin de Table Francais,null,null,null,Chamarré NV Grand Reserve Chardonnay (Vin de Table Francais),https://www.winemag.com/buying-guide/chamarre-nv-grand-reserve-chardonnay-vin-table-francais/,Chardonnay,NV,Chamarré
winemag 6401 to 7200,11013,166150,13.5,White,France,"Dainty wisps of white flower scents come and go in the bouquet, fighting for recognition beyond the ripe pear and melon aromas and flavors. A pinch of sweet spice flavor unfolds on the close, mixing with a sweet orange-oil essence.",Val de L'Ours,12,85,0.14,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Pays d'Oc,"43.5711623, 3.8767016",43.5711623,3.8767016,Domaines Barons de Rothschild (Lafite) 2010 Val de L'Ours Chardonnay (Pays d'Oc),https://www.winemag.com/buying-guide/domaines-barons-rothschild-lafite-2010-val-lours-chardonnay-pays-doc/,Chardonnay,2010,Domaines Barons de Rothschild (Lafite)
winemag 11201 to 12000,6491,37440,13,White,France,"A light, fresh Chardonnay with minimal barrel influence, the debut vintage of Red Bicyclette boasts ample pear and citrus flavors, a stony minerality and hints of roasted nuts. At its commonly offered retail price of $10, this would be a Best Buy.",,12,85,0.14,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Red Bicyclette 2003 Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/red-bicyclette-2003-chardonnay-vin-pays-doc/,Chardonnay,2003,Red Bicyclette
winemag 8801 to 9600,11936,228917,12,White,France,This winery's investment in organic viticulture seems to have paid off. Fresh apple mixes with cotton candy on the nose while more serious notes of apricot and pear take over in the mouth. Vanilla and caramel linger on the zingy finish.,,12,85,0.14,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Douce Nature 2006 Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/douce-nature-2006-chardonnay-vin-pays-doc/,Chardonnay,2006,Douce Nature
winemag 9601 to 10400,946,233602,13,White,France,"Easy, creamy wine, with soft apple flavors and a touch of citrus. There is a light edge of toast to round out the soft, fleshy aftertaste.",,12,85,0.14,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Kedar's K'orus NV Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/kedars-korus-nv-chardonnay-vin-pays-doc/,Chardonnay,NV,Kedar's K'orus
winemag 5601 to 6400,10549,150020,12,White,France,"A soft, apple-y, ripe wine, this is a broad, fruity and instantly attractive wine. A fine example of cool, unoaked Chardonnay, it's lightly fragrant and crisp on the finish. Screwcap.",,12,85,0.14,Loire Valley,"47.5532402, 1.0105289",47.5532402,1.0105289,Val de Loire,"47.5532402, 1.0105289",47.5532402,1.0105289,Domaine de Bernier 2011 Chardonnay (Val de Loire),https://www.winemag.com/buying-guide/domaine-de-bernier-2011-chardonnay-val/,Chardonnay,2011,Domaine de Bernier
winemag 9601 to 10400,1210,233866,12,White,France,"Chardonnay grown at the mouth of the Loire is as crisp and green as you would expect. This unoaked wine has touches of pear and definite citrus, very fresh and light.",Domaine du Coing de Saint-Fiacre Cuvée Aurore,12,85,0.14,Loire Valley,"47.5532402, 1.0105289",47.5532402,1.0105289,Vin de Pays du Val de Loire,"47.5532402, 1.0105289",47.5532402,1.0105289,Château du Coing de Saint-Fiacre 2007 Domaine du Coing de Saint-Fiacre Cuvée Aurore Chardonnay (Vin de Pays du Val de Loire),https://www.winemag.com/buying-guide/chateau-coing-saint-fiacre-2007-domaine-cuvee-aurore-chardonnay-vin-pays-val/,Chardonnay,2007,Château du Coing de Saint-Fiacre
winemag 11201 to 12000,15356,46305,12,White,France,"Toasty for certain, with smoky notes that grow bigger and bigger. Lemon and pineapple flavors dominate the snappy body, which is slightly lean but still possesses good balance. Best if you like oak and citrus.",vinifie et eleve en fut de chene,12,85,0.14,Southwest France,"43.6046520, 1.4442090",43.604652,1.444209,Vin de Pays des Cotes de Gascogne,"44.2006476, 0.5595069",44.2006476,0.5595069,Domaine du Tariquet 2001 vinifie et eleve en fut de chene Chardonnay (Vin de Pays des Cotes de Gascogne),https://www.winemag.com/buying-guide/domaine-tariquet-2001-vinifie-eleve-en-fut-chene-chardonnay-vin-pays-cotes-gascogne/,Chardonnay,2001,Domaine du Tariquet
winemag 7201 to 8000,2457,173228,12.5,White,France,"A soft wine, although it does have a good mineral edge. The acidity, citrus and white fruit flavors are well in balance to give a fruity, textured wine that is ready to drink.",,13,85,0.15,Beaujolais,"46.5827512, 4.4866710",46.5827512,4.486671,Beaujolais Blanc,"46.5827512, 4.4866710",46.5827512,4.486671,Château de Pizay 2010  Beaujolais Blanc,https://www.winemag.com/buying-guide/chateau-pizay-2010-chardonnay-blanc/,Chardonnay,2010,Château de Pizay
winemag 5601 to 6400,13287,152758,,White,France,"This white Burgundy is crisp, rich and lemony, and it comes with touches of vanilla and apricot and taut acidity on the finish. Ready to drink.",Laforet,13,85,0.15,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Joseph Drouhin 2011 Laforet  (Bourgogne),https://www.winemag.com/buying-guide/joseph-drouhin-2011-laforet-chardonnay-bourgogne/,Chardonnay,2011,Joseph Drouhin
winemag 8001 to 8800,9845,196250,12.5,White,France,"Chitry lies just outside the Chablis appellation area, giving a wine that has some of the classic steely character but is more rounded and less focused. Pleasing Chardonnay, finishes with an attractive vanilla touch.",Bourgogne Chitry,13,85,0.15,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Simonnet-Febvre 2008 Bourgogne Chitry  (Bourgogne),https://www.winemag.com/buying-guide/simonnet-febvre-2008-bourgogne-chitry-chardonnay-bourgogne/,Chardonnay,2008,Simonnet-Febvre
