filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region / state,subregion,subregion lat lon,subregion lat,subregion lon,subsubregion,subsubregion lat lon,subsubregion lat,subsubregion lon,title,url,varietal,vintage,winery
winemag 1 to 800,2487,2487,13.4,White,US,"Thirst quenching in lemon, anise and wet stone, this is a steely, focused white that will appeal to fans of the unoaked style. It finishes on a lingering baked-bread tone.",Teresa's Unoaked Estate Grown Estate Bottled,20,90, $0.22 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Balletto 2017 Teresa's Unoaked Estate Grown Estate Bottled Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/balletto-2017-teresas-unoaked-estate-grown-estate-bottled-chardonnay-russian-river-valley/,Chardonnay,2017,Balletto
winemag 1 to 800,2488,2488,14.1,White,US,"Made in an austere style, this has a backbone of tannin and power that builds on the midpalate, with the oak prominent and supportive. Meyer lemon and tangerine flavors are seasoned in touches of nutmeg and ginger, making for a balanced experience of fruit and spice.",Sexton Hill Vineyard Estate Grown Estate Bottled,39,90, $0.43 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/balletto-2015-sexton-hill-vineyard-estate-grown-estate-bottled-chardonnay-russian-river-valley/,Chardonnay,2015,Balletto
winemag 1 to 800,2505,2505,14.4,White,US,"Tightly wound on the nose, this clonal combo offers citrusy aromas of grapefruit rind and sharp apple flesh on the nose. The palate is wrapped in a chalky, tight texture, revealing flavors of Anjou pear and Pink Lady apple.",3 Clone,35,90, $0.39 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Monterey,"36.3136201, -121.3541631",36.3136201,-121.3541631,Wrath 2016 3 Clone Chardonnay (Monterey),https://www.winemag.com/buying-guide/wrath-2016-3-clone-chardonnay-monterey-305101/,Chardonnay,2016,Wrath
winemag 1 to 800,2506,2506,14.3,White,US,"A hint of flowers in the aroma of this rich and full-bodied wine gives way to ripe fig, pear and honey flavors on the palate. It's so ripe that it verges on sweetness, and has an opulent, viscous texture that helps the honeyed character cling to the sides of the mouth for a lingering finish.",Para Mas Amigas,30,90, $0.33 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Livermore Valley,"37.6802080, -121.7918985",37.680208,-121.7918985,Wood Family Vineyards 2017 Para Mas Amigas Chardonnay (Livermore Valley),https://www.winemag.com/buying-guide/wood-family-vineyards-2017-para-mas-amigas-chardonnay-livermore-valley/,Chardonnay,2017,Wood Family Vineyards
winemag 1 to 800,2525,2525,13.8,White,US,"This is a beautifully made wine, crispy in mineral elements and lovely layers of fig, Meyer lemon, tangerine and pear. Medium bodied, it holds its fruit and acidity well, with gritty layers of texture from start to finish.",Live Free or Die,25,90, $0.28 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Coast,"38.5779555, -122.9888319",38.5779555,-122.9888319,Peter Paul Wines 2016 Live Free or Die Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/peter-paul-wines-2016-live-free-or-die-chardonnay-sonoma-coast/,Chardonnay,2016,Peter Paul Wines
winemag 1 to 800,2695,2695,14.5,White,US,"This is well made and big in style: a full-bodied, soft and round white offering an intensity of baked pineapple and mango. The spice component complements the bolder fruit and substantial oak, finishing in spicy nutmeg.",Beckstoffer Carneros Lake Vineyard Reserve,65,90, $0.72 ,California,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Frank Family 2016 Beckstoffer Carneros Lake Vineyard Reserve Chardonnay (Carneros),https://www.winemag.com/buying-guide/frank-family-2016-beckstoffer-carneros-lake-vineyard-reserve-chardonnay-carneros/,Chardonnay,2016,Frank Family
winemag 1 to 800,2697,2697,14.5,White,US,"This is a broad-shouldered, richly unctuous white despite its un-oaked approach. Spicy ginger, ripe mango and pear are aligned with a lasting taste of caramel.",Sun Chase Vineyard Un-Oaked,42,90, $0.47 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Coast,"38.5779555, -122.9888319",38.5779555,-122.9888319,Pellet Estate 2016 Sun Chase Vineyard Un-Oaked Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/pellet-estate-2016-sun-chase-vineyard-un-oaked-chardonnay-sonoma-coast/,Chardonnay,2016,Pellet Estate
winemag 1 to 800,2767,2767,14.1,White,US,"Made in small amounts, this white worth seeking. It's crunchy in green apple and quince, with a complementary cradling of caramel oak. The rich body weight is buoyed by bright acidity.",Bootlegger's Hill,45,90, $0.50 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Green Valley,"34.6216542, -118.4139702",34.6216542,-118.4139702,Chenoweth 2017 Bootlegger's Hill Chardonnay (Green Valley),https://www.winemag.com/buying-guide/chenoweth-2017-bootleggers-hill-chardonnay-green-valley-305482/,Chardonnay,2017,Chenoweth
winemag 1 to 800,2777,2777,13,White,US,"A reduced oaky entry leads to edgy citrus-driven acidity and a high-strung, stony briny mineral character that beguiles. Green apple, quince and Meyer lemon offer subtle fruit elements that rise up to the overall earthiness.",Cougar Rock Vineyard,45,90, $0.50 ,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Brick & Mortar 2016 Cougar Rock Vineyard Chardonnay (Napa Valley),https://www.winemag.com/buying-guide/brick-mortar-2016-cougar-rock-vineyard-chardonnay-napa-valley-306101/,Chardonnay,2016,Brick & Mortar
winemag 1 to 800,2804,2804,13.9,White,US,"Intensely textured and concentrated in fruit, this is marked by a depth of mango and pineapple with generous oak imparting toffee and caramel. It finds its balance midpalate with supportive acidity that lasts throughout a long finish.",Lorenzo Vineyard,50,90, $0.56 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,La Follette 2016 Lorenzo Vineyard Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/la-follette-2016-lorenzo-vineyard-chardonnay-russian-river-valley-306112/,Chardonnay,2016,La Follette
winemag 1 to 800,2818,2818,14.2,White,US,"Up-front oak gives way to a brightness of Meyer lemon in this ultimately medium-bodied structured white. Briny salty mineral elements pique a lusher midpalate of pineapple, fig and nutmeg, contrasting well to offer memorable complexity.",Kite Tail,45,90, $0.50 ,California,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Cuvaison 2016 Kite Tail Chardonnay (Carneros),https://www.winemag.com/buying-guide/cuvaison-2016-kite-tail-chardonnay-carneros/,Chardonnay,2016,Cuvaison
winemag 1 to 800,2848,2848,13.5,White,US,"Smoked hazelnut and rich oak aromas are cut by whiffs of lemon rind, citrus spray, chalk and Asian pear on the nose of this appellation blend. The palate offers both sharp citrus and rounded apple flavors.",Estate Grown,37,90, $0.41 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Sta. Rita Hills,"34.6659565, -120.1152408",34.6659565,-120.1152408,Sanford 2016 Estate Grown Chardonnay (Sta. Rita Hills),https://www.winemag.com/buying-guide/sanford-2016-estate-grown-chardonnay-sta-rita-hills-306351/,Chardonnay,2016,Sanford
winemag 1 to 800,3008,3008,14.2,White,US,"Aromatically, vanilla oak supports a medium-bodied ripeness of baked pineapple and lemon curd-viscous richness that works in the context of its balanced acidity.",Estate Grown,36,90, $0.40 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Mountain,"38.2918590, -122.4580356",38.291859,-122.4580356,Belden Barns 2016 Estate Grown Chardonnay (Sonoma Mountain),https://www.winemag.com/buying-guide/belden-barns-2016-estate-grown-chardonnay-sonoma-mountain/,Chardonnay,2016,Belden Barns
winemag 1 to 800,4545,4545,14.1,White,US,"This is a medium-bodied white offers plenty of personality, displaying tones of vanilla wafer and Meyer lemon. These flavors combine effortlessly on the palate to provide a well-balanced experience.",Cider Ridge Vineyard Estate Grown Estate Bottled,39,90, $0.43 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Balletto 2015 Cider Ridge Vineyard Estate Grown Estate Bottled Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/balletto-2015-cider-ridge-vineyard-estate-grown-estate-bottled-chardonnay-russian-river-valley/,Chardonnay,2015,Balletto
winemag 1 to 800,4647,4647,14.2,White,US,"Tight aromas of lime, wet stone and bright lemon are quite fresh on the nose of this well-priced wine. There is tension to the palate, carrying flavors of nectarine, white melon and tangy citrus.",,12,90, $0.13 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Ballard Lane 2017 Chardonnay (Central Coast),https://www.winemag.com/buying-guide/ballard-lane-2017-chardonnay-central-coast-303828/,Chardonnay,2017,Ballard Lane
winemag 1 to 800,4652,4652,14.5,White,US,"This is a full-bodied, fleshy and oaky white, intense in flavor and grippy power. It delivers tones of anise and lavender amidst succulent layers of white nectarine and green apple.",Estate Vineyard,35,90, $0.39 ,California,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Los Carneros,"34.4417708, -119.8487934",34.4417708,-119.8487934,Artesa 2016 Estate Vineyard Chardonnay (Los Carneros),https://www.winemag.com/buying-guide/artesa-2016-estate-vineyard-chardonnay-los-carneros/,Chardonnay,2016,Artesa
winemag 1 to 800,4668,4668,14.5,White,US,"This wine is packed full of ripe apple and pear flavors that are accented by vanilla and butter. This is a full-bodied, barrel-fermented wine that's big in profile but smooth in feel.",Reserve,24,90, $0.27 ,California,Sierra Foothills,"37.4868133, -119.9676622",37.4868133,-119.9676622,El Dorado,"38.7426376, -120.4357631",38.7426376,-120.4357631,Lava Cap 2017 Reserve Chardonnay (El Dorado),https://www.winemag.com/buying-guide/lava-cap-2017-reserve-chardonnay-el-dorado/,Chardonnay,2017,Lava Cap
winemag 1 to 800,4854,4854,14.1,White,US,"Weighty and oaky on the front of the palate, this settles into a balanced embrace of exotic guava, mango and anise, brightened by a refreshing undercurrent of acidity.",,24,90, $0.27 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Coast,"38.5779555, -122.9888319",38.5779555,-122.9888319,Thirty-Seven Wines 2016 Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/thirty-seven-wines-2016-chardonnay-sonoma-coast-304130/,Chardonnay,2016,Thirty-Seven Wines
winemag 1 to 800,4863,4863,14.5,White,US,"This is a barrel-fermented white that fully embraces its richness in the form of a baked pear, caramel and crème brûlée. It's full bodied and ample in fruit, with an underlying crispness that brightens the finish.",Emblem,35,90, $0.39 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Coast,"38.5779555, -122.9888319",38.5779555,-122.9888319,Michael Mondavi Family Estate 2016 Emblem Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/michael-mondavi-family-estate-2016-emblem-chardonnay-sonoma-coast-304131/,Chardonnay,2016,Michael Mondavi Family Estate
winemag 1 to 800,4864,4864,14.3,White,US,"This lush and rounded wine is brimming in tones of golden delicious apple, mango and pear. The palate is viscous in texture and shows robust flavors of crème brûlée and baking spice that finish with a touch of crisp acidity.",Olivet Lane,66,90, $0.73 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Merry Edwards 2015 Olivet Lane Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/merry-edwards-2015-olivet-lane-chardonnay-russian-river-valley/,Chardonnay,2015,Merry Edwards
winemag 1 to 800,4867,4867,14.5,White,US,"Full of melon and crème brûlée richness, this is a delightfully lush white from grapes grown across the appellation. It shows layered concentration and strong, lingering flavors of pineapple and caramel.",,25,90, $0.28 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma Coast,"38.5779555, -122.9888319",38.5779555,-122.9888319,MacRostie 2016 Chardonnay (Sonoma Coast),https://www.winemag.com/buying-guide/macrostie-2016-chardonnay-sonoma-coast/,Chardonnay,2016,MacRostie
winemag 1 to 800,4887,4887,13.5,White,US,"Golden in color this white offers big flavor and high-toned freshness, a broadly expansive and contrasting palate of lemon, and lime and green apple dipped in nutmeg and clove.",Sangiacomo Vella Ranch Vineyard,50,90, $0.56 ,California,Carneros,"38.2630002, -122.3415289",38.2630002,-122.3415289,Los Carneros,"34.4417708, -119.8487934",34.4417708,-119.8487934,Daniel 2015 Sangiacomo Vella Ranch Vineyard Chardonnay (Los Carneros),https://www.winemag.com/buying-guide/daniel-2015-sangiacomo-vella-ranch-vineyard-chardonnay-los-carneros-303216/,Chardonnay,2015,Daniel
winemag 1 to 800,4899,4899,13.6,White,US,"This twist-top bottling is an excellent choice for affordable, crisp style of Chardonnay that would go well with shellfish. Aromas of pear flesh and chalk lead into a grippy palate that's full of wet stone minerality and citrus flavors.",,20,90, $0.22 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,San Luis Obispo County,"35.2827524, -120.6596156",35.2827524,-120.6596156,Bishop's Peak 2017 Chardonnay (San Luis Obispo County),https://www.winemag.com/buying-guide/bishops-peak-2017-chardonnay-san-luis-obispo-county-303546/,Chardonnay,2017,Bishop's Peak
winemag 1 to 800,4901,4901,14.1,White,US,"From the producer's Martaella Estate Vineyard, planted to heirloom clones, this is a lovely white, buttery in texture with a crisp backbone that balances the lushness on the palate with freshness. Green apple, blood orange and toasted oak mingle effortlessly and with a touch of spice.",,38,90, $0.42 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Benovia 2016 Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/benovia-2016-chardonnay-russian-river-valley/,Chardonnay,2016,Benovia
winemag 1 to 800,4904,4904,13.6,White,US,"This wine is a dry, expansive and fleshy expression of lemon, lime and Gravenstein apple. The oak is supportive and lightly toasted, giving it a warm, inviting undertone.",Estate Grown Estate Bottled,28,90, $0.31 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Russian River Valley,"38.9119799, -123.0537083",38.9119799,-123.0537083,Balletto 2016 Estate Grown Estate Bottled Chardonnay (Russian River Valley),https://www.winemag.com/buying-guide/balletto-2016-estate-grown-estate-bottled-chardonnay-russian-river-valley/,Chardonnay,2016,Balletto
winemag 1 to 800,4914,4914,13.8,White,US,"This appellation blend is a very down-the-middle style of classic California Chardonnay, with ample amounts of oak, butter, baked lemon and ripe apple on the nose. The palate pairs golden apples with buttercream and a light brush of vanilla, with acid that powers deep into the finish.",,28,90, $0.31 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Arroyo Grande Valley,"35.1443363, -120.5436230",35.1443363,-120.543623,Talley 2016 Chardonnay (Arroyo Grande Valley),https://www.winemag.com/buying-guide/talley-2016-chardonnay-arroyo-grande-valley/,Chardonnay,2016,Talley
winemag 1 to 800,4918,4918,14.3,White,US,"One of the original bottlings from the region, this is always a reliable and classic coastal Chardonnay. Tangy aromas of grapefruit, orange and chalk lead into a tense palate where racy acidity frames apple rind and lime flavors.",,18,90, $0.20 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Barbara County,"34.4208305, -119.6981901",34.4208305,-119.6981901,Santa Barbara Winery 2017 Chardonnay (Santa Barbara County),https://www.winemag.com/buying-guide/santa-barbara-winery-2017-chardonnay-santa-barbara-county/,Chardonnay,2017,Santa Barbara Winery
winemag 1 to 800,6735,6735,14.6,White,US,"Richness of flavor and an especially creamy, melting texture help this wine stand out in a crowd. The wine is 80% barrel fermented and aged on the lees. It has concentrated and ripe pear, peach and apple flavors and a silky mouthfeel.",Arlene,40,90, $0.44 ,California,North Coast,"38.0192523, -122.8631254",38.0192523,-122.8631254,Suisun Valley,"38.2688028, -122.1096906",38.2688028,-122.1096906,Vezer Family Vineyard 2017 Arlene Chardonnay (Suisun Valley),https://www.winemag.com/buying-guide/vezer-family-vineyard-2017-arlene-chardonnay-suisun-valley/,Chardonnay,2017,Vezer Family Vineyard
winemag 1 to 800,6753,6753,14,White,US,"Fleshy in defined flavors of peach and pear, this is a bright white wine, defined by perfumed aromas of jasmine and white flower. Fresh acidity supports a moderate structure of balanced ripeness.",Musque,42,90, $0.47 ,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Coombsville,"38.2971707, -122.2864459",38.2971707,-122.2864459,Ancien 2016 Musque Chardonnay (Coombsville),https://www.winemag.com/buying-guide/ancien-2016-musque-chardonnay-coombsville/,Chardonnay,2016,Ancien
winemag 1 to 800,6811,6811,14.5,White,US,"This widely available wine is a solid catch and stands out with its beautiful packaging. It offers a smoky nose that's complemented by lemon peel and sandalwood. Oak shows prominently on the palate, where smoked peach, melon and more lemon ride a creamy texture.",Paragon Vineyard,18,90, $0.20 ,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Edna Valley,"35.2001752, -120.6069776",35.2001752,-120.6069776,True Myth 2016 Paragon Vineyard Chardonnay (Edna Valley),https://www.winemag.com/buying-guide/true-myth-2016-paragon-vineyard-chardonnay-edna-valley-301923/,Chardonnay,2016,True Myth
winemag 1 to 800,6833,6833,13.9,White,US,"This barrel-fermented wine from an Anderson Valley institution has very nice balance, lots of juicy, fresh and ripe apple and peach flavors and a lightly tangy texture due to good acidity. It's medium bodied, easy to sip and will please a lot of different palates.",,27,90, $0.30 ,California,Mendocino County,"39.5500194, -123.4383530",39.5500194,-123.438353,Anderson Valley,"39.0865657, -123.4794542",39.0865657,-123.4794542,Navarro 2016 Chardonnay (Anderson Valley),https://www.winemag.com/buying-guide/navarro-2016-chardonnay-anderson-valley/,Chardonnay,2016,Navarro
winemag 1 to 800,6846,6846,15.2,White,US,"Creamy and lush in texture, this boldly ripe white flirts with tropical flavors of pineapple, guava and mango. Its full-bodied complexity is additionally marked by exotic elements of anise and fig.",West Block,75,90, $0.83 ,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Knights Valley,"38.6351857, -122.6941543",38.6351857,-122.6941543,Knights Bridge 2016 West Block Chardonnay (Knights Valley),https://www.winemag.com/buying-guide/knights-bridge-2016-west-block-chardonnay-knights-valley/,Chardonnay,2016,Knights Bridge
