filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region / state,subregion,subregion lat lon,subregion lat,subregion lon,subsubregion,subsubregion lat lon,subsubregion lat,subsubregion lon,title,url,varietal,vintage,winery
winemag 6401 to 7200,5873,161010,14.5,Red,US,"This blend of Merlot, Cabernet Sauvignon and Petit Verdot has some oak flavors on top of the jammy blackberries and cherries. It's simple and direct; ideal for drinking now.",,25,85,0.294117647,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Decoy 2010 Red (Napa Valley),https://www.winemag.com/buying-guide/decoy-2010-red-napa-valley/,Bordeaux-style Red Blend,2010,Decoy
winemag 6401 to 7200,8575,163712,14.7,Red,US,"This blend of Cabernet Sauvignon and Petit Verdot is soft, with berry, cocoa and spice flavors. Drink it with summer barbecue and enjoy.",The Swell,21,85,0.247058824,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,Tower 15 2009 The Swell Red (Paso Robles),https://www.winemag.com/buying-guide/tower-15-2009-swell-red-central-coast-paso-robles/,Bordeaux-style Red Blend,2009,Tower 15
winemag 6401 to 7200,9719,164856,13.9,Red,US,"The Lange Twins are longtime growers in Lodi who also make their own wine, with the help of former Woodbridge winemaker David Akiyoshi. This Bordeaux blend is mostly Petit Verdot and Cabernet, with smaller amounts of Merlot and Malbec in the mix. The time this spent aging in French oak shows through in its minty, full mouthfeel and vanilla tannins.",Midnight Reserve,30,85,0.352941176,California,Central Valley,"40.1998777, -122.2011075",40.1998777,-122.2011075,Lodi,"38.1341477, -121.2722194",38.1341477,-121.2722194,LangeTwins 2008 Midnight Reserve Red (Lodi),https://www.winemag.com/buying-guide/lange-twins-2008-midnight-reserve-red-central-valley-lodi/,Bordeaux-style Red Blend,2008,LangeTwins
winemag 6401 to 7200,12123,167260,14.4,Red,US,"Ripe and jammy, with blackberry, coffee, currant and cedar flavors, wrapped into firm tannins. It's a bit rustic. The blend is Cabernet Sauvignon, Merlot and Petit Verdot.",French Connection,25,85,0.294117647,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Paso Robles,"35.6804202, -120.6406520",35.6804202,-120.640652,EOS 2009 French Connection Red (Paso Robles),https://www.winemag.com/buying-guide/eos-2009-french-connection-red-central-coast-paso-robles/,Bordeaux-style Red Blend,2009,EOS
winemag 7201 to 8000,245,171016,14.5,Red,US,"Bennett Lane took two vintages, blended them together and called the result Timeless. It's an okay wine, soft and succulent in berry fruit and oak, but a bit soft and simple. Ready now.",Timeless,35,85,0.411764706,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Bennett Lane NV Timeless Red (Napa Valley),https://www.winemag.com/buying-guide/bennett-lane-nv-timeless-red-napa-valley/,Bordeaux-style Red Blend,NV,Bennett Lane
winemag 7201 to 8000,2429,173200,13.1,Red,US,"This 50-50 blend of Malbec and Merlot is dry and rustic. Despite some deeply concentrated blackberry and cassis flavors, it has a tough texture that seems unlikely to age out.",Double M,28,85,0.329411765,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Carmel Valley,"36.4799024, -121.7327931",36.4799024,-121.7327931,Galante 2009 Double M Red (Carmel Valley),https://www.winemag.com/buying-guide/galante-2009-double-m-red-central-coast-carmel-valley/,Bordeaux-style Red Blend,2009,Galante
winemag 7201 to 8000,6309,177080,15.3,Red,US,"Thick, heavy and soft, with ripe to overripe flavors of blackberry jam, raisins, spices and dark chocolate. Hot in high alcohol, too. Drink up.",Red Wine Cuvée,45,85,0.529411765,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Nord Estate 2008 Red Wine Cuvée Red (Napa Valley),https://www.winemag.com/buying-guide/nord-estate-2008-red-wine-cuvee-napa-valley/,Bordeaux-style Red Blend,2008,Nord Estate
winemag 7201 to 8000,12571,183342,15.2,Red,US,"There's something old-fashioned about this wine, in its strong, edgy tannins and rustic mouthfeel. Yet it's high and hot in alcohol, with extracted, jammy cherry and raisin flavors. Doesn't seem to be an ager, so drink now.",Argos Hill,44,85,0.517647059,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Dutch Henry Winery 2005 Argos Hill Red (Napa Valley),https://www.winemag.com/buying-guide/dutch-henry-winery-2005-argos-hill-red-napa-valley/,Bordeaux-style Red Blend,2005,Dutch Henry Winery
winemag 7201 to 8000,15265,186036,14.5,Red,US,"Soft, simple and dry. It's a Cabernet Sauvignon-based Bordeaux blend with ripe blackberry and currant flavors. Good wine for everyday fare.",,20,85,0.235294118,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Tetra 2006 Red (Napa Valley),https://www.winemag.com/buying-guide/tetra-2006-red-napa-valley-125337/,Bordeaux-style Red Blend,2006,Tetra
winemag 8001 to 8800,1011,187416,14.5,Red,US,"This Bordeaux blend is a little rough around the edges. It has a sharp, jammy feeling, and seems too sweet in raspberry- and cherry-pie filling. Will appeal to fans of an easy drinking, accessible style of a Cabernet-based wine.",Mon Amour,59,85,0.694117647,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Ynez Valley,"34.5841542, -120.0973685",34.5841542,-120.0973685,Coquelicot 2007 Mon Amour Red (Santa Ynez Valley),https://www.winemag.com/buying-guide/coquelicot-2007-mon-amour-red-central-coast-santa-ynez-valley/,Bordeaux-style Red Blend,2007,Coquelicot
winemag 8001 to 8800,3050,189455,14.4,Red,US,"This Bordeaux blend is soft and somewhat sweet, with jammy blackberry, cherry and currant flavors accented with oak and tannins. It seems at its best now.",Mirepoix,30,85,0.352941176,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Cruz Mountains,"36.9741171, -122.0307963",36.9741171,-122.0307963,Fernwood 2007 Mirepoix Red (Santa Cruz Mountains),https://www.winemag.com/buying-guide/fernwood-2007-mirepoix-red-central-coast-santa-cruz-mountains/,Bordeaux-style Red Blend,2007,Fernwood
winemag 8001 to 8800,12009,198414,14.5,Red,US,"Very dry and tannic now, although soft, with ripe flavors of blackberries and black currants that verge on overripe ones of prunes and raisins. This blend of Merlot, Malbec and Cabernet Sauvignon does not seem likely to improve.",La Conviviance,90,85,1.058823529,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Monterey County,"36.6002378, -121.8946761",36.6002378,-121.8946761,Château Julien 2006 La Conviviance Red (Monterey County),https://www.winemag.com/buying-guide/chateau-julien-2006-conviviance-red-central-coast-monterey-county/,Bordeaux-style Red Blend,2006,Château Julien
winemag 8001 to 8800,12783,199188,15.4,Red,US,"Pinot maestro Longoria continues to try his hand at Bordeaux blends despite the uphill challenge. This '07 is a Cab Franc-based bottling. It's uneven, with cherry pie filling flavors, edgy tannins and unintegrated sweet, caramelized oak. There's even a bit of heat from high alcohol. Ready now.",Evidence,38,85,0.447058824,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Barbara County,"34.4208305, -119.6981901",34.4208305,-119.6981901,Longoria 2007 Evidence Red (Santa Barbara County),https://www.winemag.com/buying-guide/longoria-2007-evidence-red-central-coast-santa-barbara-county/,Bordeaux-style Red Blend,2007,Longoria
winemag 8001 to 8800,12907,199312,14,Red,US,"There are some fine flavors of cassis and cedar in this dry Merlot-based Bordeaux blend, but it has textural challenges in the tough tannins and cutting acidity that seems to come from green fruit or stems. Drink now.",Eros Estate,56,85,0.658823529,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Ynez Valley,"34.5841542, -120.0973685",34.5841542,-120.0973685,Sunstone 2006 Eros Estate Red (Santa Ynez Valley),https://www.winemag.com/buying-guide/sunstone-2006-eros-estate-red-central-coast-santa-ynez-valley/,Bordeaux-style Red Blend,2006,Sunstone
winemag 8001 to 8800,14396,200801,14.9,Red,US,"This Bordeaux blend has some sharp edges. It's slightly unripe, with green wintergreen notes that lend a tartness to the blackberry and smoky oak flavors. Doesn't seem likely to improve in the bottle.",Estate Blend Private Reserve,65,85,0.764705882,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Sodaro 2005 Estate Blend Private Reserve Red (Napa Valley),https://www.winemag.com/buying-guide/sodaro-2005-estate-blend-private-reserve-red-napa-valley/,Bordeaux-style Red Blend,2005,Sodaro
winemag 8001 to 8800,14863,201268,14.3,Red,US,"A disappointment after the rich 2005. They should have declassified this vintage. The wine is dry and sharp, with green, sharp acids and modest berry, currant and herb flavors.",Sophie's Rows,75,85,0.882352941,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Oakville,"38.4366996, -122.4027850",38.4366996,-122.402785,Emilio's Terrace 2006 Sophie's Rows Red (Oakville),https://www.winemag.com/buying-guide/emilios-terrace-2006-sophies-rows-red-napa-oakville/,Bordeaux-style Red Blend,2006,Emilio's Terrace
winemag 801 to 1600,2171,204214,14.5,Red,US,"A blend of Merlot, Cabernet Sauvignon and Cabernet Franc, this wine is softly textured but somewhat harsh on the palate. A simple entry of ripe dark cherry is supported by light oak and a diluted finish.",,50,85,0.588235294,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Howell Mountain,"38.5813900, -122.4500000",38.58139,-122.45,Trio 2012 Red (Howell Mountain),https://www.winemag.com/buying-guide/trio-2012-red-howell-mountain/,Bordeaux-style Red Blend,2012,Trio
winemag 801 to 1600,13504,215547,13.5,Red,US,"This is a blend of nearly 86% Cabernet Sauvignon and the remainder Cabernet Franc. A floral nose of violet and rose appeals before a sizable intake of grippy leather, sage and cranberry provides a tart, thick and gritty core.",Bella's,48,85,0.564705882,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Knights Valley,"38.6351857, -122.6941543",38.6351857,-122.6941543,Ehret 2011 Bella's Red (Knights Valley),https://www.winemag.com/buying-guide/ehret-2011-bellas-red-knights-valley/,Bordeaux-style Red Blend,2011,Ehret
winemag 8801 to 9600,2439,219420,,Red,US,"Lots of blackberries and currants, not to mention smoky oak, in this Bordeaux blend, but it's a little uneven. Shows some roughness of texture and green, minty notes.",Cardinals' Peak,48,85,0.564705882,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Terlato 2006 Cardinals' Peak Red (Napa Valley),https://www.winemag.com/buying-guide/terlato-2006-cardinals-peak-red-napa-valley/,Bordeaux-style Red Blend,2006,Terlato
winemag 8801 to 9600,9296,226277,,Red,US,"A decent, everyday Cab, with chunky tannins framing black and red cherry flavors. Contains a splash of Merlot. Drink now.",Bacchanal,48,85,0.564705882,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Rutherford,"38.4591012, -122.4225638",38.4591012,-122.4225638,Martin Estate 2005 Bacchanal Red (Rutherford),https://www.winemag.com/buying-guide/martin-estate-2005-bacchanal-red-napa-rutherford/,Bordeaux-style Red Blend,2005,Martin Estate
winemag 8801 to 9600,14036,231017,14.7,Red,US,"Made from the two Cabernets plus Merlot, this is a forward, tasty but somewhat one-dimensional red wine. It has jammy blackberry, cherry, blueberry and chocolate flavors and smooth tannins. Drink now.",Andrew's Cuvée from the Cabernet Family,20,85,0.235294118,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Gain Bay 2005 Andrew's Cuvée from the Cabernet Family Red (Napa Valley),https://www.winemag.com/buying-guide/gain-bay-2005-andrews-cuvee-from-cabernet-family-red-napa-valley/,Bordeaux-style Red Blend,2005,Gain Bay
winemag 8801 to 9600,14053,231034,14.5,Red,US,"This is Duckhorn's second label for their Napa Bordeaux reds, and with this '06 vintage, it's on the thin, herbal side, with only modest cherry-berry flavors. Dry and very tannic, it's not an ager.",Red Wine,30,85,0.352941176,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Decoy 2006 Red Wine Red (Napa Valley),https://www.winemag.com/buying-guide/decoy-2006-red-wine-napa-valley/,Bordeaux-style Red Blend,2006,Decoy
winemag 8801 to 9600,15077,232058,14.5,Red,US,Not showing well now due to hard tannins and extreme dryness. There's a core of blackberry fruit but it's buried beneath astringency. This Merlot-based Bordeaux blend may develop.,Ispiri,45,85,0.529411765,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Alexander Valley,"38.6129647, -122.7694345",38.6129647,-122.7694345,Eric Guerra 2005 Ispiri Red (Alexander Valley),https://www.winemag.com/buying-guide/eric-guerra-2005-ispiri-red-sonoma-alexander-valley/,Bordeaux-style Red Blend,2005,Eric Guerra
winemag 8801 to 9600,15084,232065,15,Red,US,"A little tough and gritty, but with rich, forward flavors of berry and cherry jam, cocoa, clove and anise flavors. A Merlot-based Bordeaux blend.",Range 30 West,30,85,0.352941176,California,Central Coast,"35.6368759, -120.6545022",35.6368759,-120.6545022,Santa Ynez Valley,"34.5841542, -120.0973685",34.5841542,-120.0973685,Foxen 2005 Range 30 West Red (Santa Ynez Valley),https://www.winemag.com/buying-guide/foxen-2005-range-30-west-red-central-coast-santa-ynez-valley/,Bordeaux-style Red Blend,2005,Foxen
winemag 9601 to 10400,1168,233824,14.3,Red,US,"This is the winery's Meritage red, although with 75% Cabernet Sauvignon they could have bottled it as that variety. It's nearly always Sebastiani's best Bordeaux-style wine, but the '05 is something of a letdown from past vintages. It's elegantly structured and nicely flavored, with subtle currant, cherry, olive and smoke flavors, but has a bitter taste throughout.",Secolo Red Wine,35,85,0.411764706,California,Sonoma,"38.2918590, -122.4580356",38.291859,-122.4580356,Sonoma County,"38.7596420, -123.0915605",38.759642,-123.0915605,Sebastiani 2005 Secolo Red Wine Red (Sonoma County),https://www.winemag.com/buying-guide/sebastiani-2005-secolo-red-wine-sonoma-county/,Bordeaux-style Red Blend,2005,Sebastiani
winemag 9601 to 10400,2151,234807,14.5,Red,US,"At five years, this Bordeaux blend is ruggedly dry and firmly tannic, with a baked or cooked edge to the blackberries. It's not very flattering now, but there's a slim chance it could soften and sweeten with age.",Odyssey,75,85,0.882352941,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Arger-Martucci 2003 Odyssey Red (Napa Valley),https://www.winemag.com/buying-guide/arger-martucci-2003-odyssey-red-napa-valley/,Bordeaux-style Red Blend,2003,Arger-Martucci
winemag 9601 to 10400,2158,234814,14.2,Red,US,"Made from Merlot and Cabernet Sauvignon, this wine tastes like it was treated to the most modern winemaking techniques designed for maximum extraction. It's soft and gentle, with jammy, pie-filling flavors of cherries, blackberries, currants and black raspberries.",Angels' Peak,50,85,0.588235294,California,Napa,"38.5024689, -122.2653887",38.5024689,-122.2653887,Napa Valley,"38.5024689, -122.2653887",38.5024689,-122.2653887,Terlato 2005 Angels' Peak Red (Napa Valley),https://www.winemag.com/buying-guide/terlato-2005-angels-peak-red-napa-valley/,Bordeaux-style Red Blend,2005,Terlato
