filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 5601 to 6400,11202,150673,,Red,France,"There's a great structure here, and the wine is rich with prominent, firm tannins. It has the long-term potential to be an impressively structured wine, with the fruit balancing it out.",,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Haut Peyrefaure 2010  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-haut-peyrefaure-2010-red-blaye-cotes/,Bordeaux-style Red Blend,2010,Haut Peyrefaure
winemag 1 to 800,4586,4586,13.5,Red,France,"Ripe and already smooth, this full wine is juicy and jammy. Generous red fruits go well with the firmer tannic core that will allow it to age. Drink from 2021.",Elevé en Fût,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Belle-Garde 2016 Elevé en Fût  (Bordeaux),https://www.winemag.com/buying-guide/chateau-belle-garde-2016-eleve-en-fut-bordeaux/,Bordeaux-style Red Blend,2016,Château Belle-Garde
winemag 4801 to 5600,14607,138500,14.5,Red,France,"While the wood aging is prominent, it doesn't take away from the complex, ripe fruits and acidity. In a word, this is balanced. It has good potential, as the toasty wood integrates over the next two years. Drink from 2015. Screwcap.",Intense,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lamothe-Vincent 2011 Intense  (Bordeaux),https://www.winemag.com/buying-guide/chateau-lamothe-vincent-2011-intense-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Lamothe-Vincent
winemag 12001 to 12800,3554,50245,,Red,France,"Another of the properties of Jean-Louis Despagne. This wine is rich and intense with flavors of mint and eucalyptus which give it an exotic element. It is powerful and concentrated, with soft tannins. It will be ready to drink in two or three years.",Grande Cuvee,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Bel Air Perponcher 1999 Grande Cuvee  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-bel-air-perponcher-1999-grande-cuvee-red-superieur/,Bordeaux-style Red Blend,1999,Château Bel Air Perponcher
winemag 4001 to 4800,12816,121229,13.5,Red,France,"This complex, ripe wine balances firm wood aging with dark fruit. It's full in the mouth, juicy and with plenty of potential. Solid tannins and rich berry flavors are coming together. Wait until 2017.",Cuvée Laurence H.,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Bois Chantant 2012 Cuvée Laurence H.  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-bois-chantant-2012-cuvee-laurence-h-red-superieur/,Bordeaux-style Red Blend,2012,Château du Bois Chantant
winemag 4001 to 4800,14388,122801,14,Red,France,"The wine has been heavily extracted, giving an initial bitter coffee and a dry tannic character. The fruit weight will compensate for this, bringing out acidity, black plums and rich berries. It has the right concentration to age, so drink from 2017.",Vieilles Vignes,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château La Mothe du Barry 2012 Vieilles Vignes  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-mothe-barry-2012-vieilles-vignes-red-superieur/,Bordeaux-style Red Blend,2012,Château La Mothe du Barry
winemag 5601 to 6400,5789,145260,,Red,France,"Ripe and fruity, this is a finely balanced, already delicious wine. The tannins promise some aging potential, bringing a dry core to the rich blackberry fruit. It's firm, yet layered with fine juiciness. A forward wine that will still develop well.",,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cotes de Bourg,"45.0391679, -0.5596100",45.0391679,-0.55961,Château Peugeais 2011  Cotes de Bourg,https://www.winemag.com/buying-guide/chateau-peugeais-2011-red-cotes-bourg/,Bordeaux-style Red Blend,2011,Château Peugeais
winemag 801 to 1600,7022,209065,13.5,Red,France,"From a blend dominated by Cabernet Sauvignon, this is a structured wine. Its tannins and black-currant fruit are balancing well, giving both a dry side and a rich, juicy aftertaste. This wine has good potential, so drink from 2022.",,13,90,0.144444444,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Médoc,"44.5568620, -0.0384180",44.556862,-0.038418,Château Leboscq 2015  Médoc,https://www.winemag.com/buying-guide/chateau-leboscq-2015-medoc/,Bordeaux-style Red Blend,2015,Château Leboscq
winemag 12001 to 12800,3527,50218,,Red,France,"Michel Rolland is the consultant for this wine, and it shows in the hallmark dark purple color, the extracted ripe fruit and concentrated dry tannins. But it is certainly a well-crafted wine, that enough structure to make it ageworthy.",,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Domaine de Courteillac 1999  Bordeaux Supérieur,https://www.winemag.com/buying-guide/domaine-courteillac-1999-red-superieur/,Bordeaux-style Red Blend,1999,Domaine de Courteillac
winemag 1601 to 2400,5127,67077,14,Red,France,"Balance is at the heart of Eric and Sophie Meynaud's winemaking. Ripe and fruity, this is a perfumed wine that has a fine balance between the structure and the fruit. With its acidity and spice, it is going to develop into a delicious, juicy wine. Drink from 2018.",,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Clos Moulin Pontet 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-clos-moulin-pontet-2015-bordeaux-superieur-268063/,Bordeaux-style Red Blend,2015,Château Clos Moulin Pontet
winemag 4001 to 4800,14366,122779,13.5,Red,France,"This complex, spicy and fruity wine is big, with attractive acidity. It is piled with berry fruits that give a rich character. The fruits are supported by well-judged wood. This full-bodied wine will develop well; drink from 2017.",,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Verriére 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-verriere-2012-red-superieur/,Bordeaux-style Red Blend,2012,Château la Verriére
winemag 5601 to 6400,15564,155035,,Red,France,"This is packed with just the right amount of tannins and dark fruits. It has weight, structure and a blackberry note. It needs to age at least five years for the full character to emerge.",,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Fleur Haut Gaussens 2009  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-fleur-haut-gaussens-2009-red-superieur/,Bordeaux-style Red Blend,2009,Château Fleur Haut Gaussens
winemag 5601 to 6400,11216,150687,,Red,France,"A solid, fruity wine supported by ripe tannins. The wine has a good sense of its rich self, a fine presence of ripe plum fruit flavors and a warm texture. There is a fine juicy aftertaste.",Cru Camille,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cadillac Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Juge 2010 Cru Camille  (Cadillac Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-juge-2010-cru-camille-red-cadillac-cotes/,Bordeaux-style Red Blend,2010,Château du Juge
winemag 801 to 1600,5038,207081,14,Red,France,"This is a dense wine, packed with great tannins and equally impressive black fruit. With its structure and concentration, the wine has an excellent future. It comes from a vineyard that looks out over the Garonne river with a good exposure, giving the wine's ripe fruit. Drink from 2020.",Jean Merlaut,14,90,0.155555556,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cadillac Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte-Catherine 2015 Jean Merlaut  (Cadillac Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-sainte-catherine-2015-jean-merlaut-cadillac-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Château Sainte-Catherine
winemag 1 to 800,2694,2694,13,Red,France,"This wine from fifth-generation vigneron Jean-Michel Baudet is full of perfumed new wood and also plenty of ripe, black fruits, suggesting excellent potential. With structure and rich fruits, it is going to develop into a complex wine. Drink from 2022.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Ricaud 2016  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-ricaud-2016-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2016,Château Ricaud
winemag 2401 to 3200,6478,83898,14,Red,France,"A ripe and smooth wine, full of dark fruits and tannins that are embedded in the richness. There is a balancing juicy character in this fruity wine. Dominated by ripe Merlot, the wine will develop quickly and will be ready to drink from 2017.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Clairac 2014  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-clairac-2014-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2014,Château Clairac
winemag 801 to 1600,5002,207045,12.5,Red,France,"Produced by the team that makes Château Haut-Selves in the Graves, this wine is elegant, with a light touch of tannins and acidity. The wine offers spice from barrel aging as well as poised black fruit and acidity. Drink from 2021.",Cuvée J.J. Lesgourgues,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Loumelat 2015 Cuvée J.J. Lesgourgues  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-loumelat-2015-cuvee-j-j-lesgourgues-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Château Loumelat
winemag 801 to 1600,12390,214433,,Red,France,There's a great balance of tannin and fruit in this wine. It has concentration and a bold structure that contrast with the black currant fruit and final acidity. It will develop slowly and well. Drink from 2021.,,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Dubraud 2015  Blaye Cotes de Bordeaux,https://www.winemag.com/buying-guide/chateau-dubraud-2015-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Château Dubraud
winemag 801 to 1600,12590,214633,,Red,France,"Big on tannins and equally big on ripe fruit, this is a rich wine. Its dense texture and bold blackberry flavors are coming together well. Drink from 2021.",Tradition,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Blaye Cotes de Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Les Petits Arnaud 2015 Tradition  (Blaye Cotes de Bordeaux),https://www.winemag.com/buying-guide/chateau-les-petits-arnaud-2015-tradition-blaye-cotes-de-bordeaux/,Bordeaux-style Red Blend,2015,Château Les Petits Arnaud
winemag 1 to 800,4579,4579,14,Red,France,"Rich, fruity and full bodied, this spicy wine has a good future. Its tannins and structure are still firm and upfront, but the black fruits are ripe and generous. Drink this attractive wine from 2021.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Malbec 2016  Bordeaux,https://www.winemag.com/buying-guide/chateau-malbec-2016-bordeaux/,Bordeaux-style Red Blend,2016,Château Malbec
winemag 1 to 800,4683,4683,13,Red,France,"This is a ripe, rounded wine that displays fine tannins and a black fruit flavor that come together easily on the palate. It will age well and should be enjoyed from 2021.",Cabernet Sauvignon-Merlot,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Lamothe Castéra 2016 Cabernet Sauvignon-Merlot  (Bordeaux),https://www.winemag.com/buying-guide/chateau-lamothe-castera-2016-cabernet-sauvignon-merlot-bordeaux/,Bordeaux-style Red Blend,2016,Château Lamothe Castéra
winemag 4001 to 4800,14417,122830,13.5,Red,France,"Celebrating the foundation of Cheval Quancard in 1844, this is a solid, dense and well-made wine from ripe grapes. The balance is good with tannins already integrating well into the juicy, ripe acidity. It's ready to drink but will age at least until 2019.",1844 Réserve,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Cheval Quancard 2010 1844 Réserve  (Bordeaux),https://www.winemag.com/buying-guide/cheval-quancard-2010-1844-reserve-red-bordeaux/,Bordeaux-style Red Blend,2010,Cheval Quancard
winemag 5601 to 6400,5673,145144,13,Red,France,"A dry, firm wine, full of its tannins. The juiciness underneath promises black currant brightness in six months to a year. With ample acidity and a fine sense of structure, this wine is concentrated and rich.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Peynaud-Bagnac 2011  Bordeaux,https://www.winemag.com/buying-guide/chateau-peynaud-bagnac-2011-red-bordeaux/,Bordeaux-style Red Blend,2011,Château Peynaud-Bagnac
winemag 5601 to 6400,15152,154623,,Red,France,"This firm, strongly tannic wine possesses all the right weight and richness. Dense tannins push the wine forward, with a sweet-tasting plum note, plus acidity. For aging over 4-5 years.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château du Lort 2009  Bordeaux,https://www.winemag.com/buying-guide/chateau-lort-2009-red-bordeaux/,Bordeaux-style Red Blend,2009,Château du Lort
winemag 5601 to 6400,15536,155007,,Red,France,"This is a finely balanced, if still very structured wine. It has powerful tannins, but also rich, black, juicy fruits that are coming into integration. Solid and concentrated, the wine has great potential and needs to age for at least four years.",Château Rauzan-Despagne Réserve,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Château Rauzan Despagne 2010 Château Rauzan-Despagne Réserve  (Bordeaux),https://www.winemag.com/buying-guide/chateau-rauzan-despagne-2010-despagne-reserve-red-bordeaux/,Bordeaux-style Red Blend,2010,Château Rauzan Despagne
winemag 1 to 800,4681,4681,13.5,Red,France,"While rich in red fruit flavor and showing plenty of tannins, this is a balanced wine. It has enough structure and fruit to age. Drink from 2022.",Cuvée Sarah,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Petit-Freylon 2016 Cuvée Sarah  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-petit-freylon-2016-cuvee-sarah-bordeaux-superieur/,Bordeaux-style Red Blend,2016,Château Petit-Freylon
winemag 1601 to 2400,4928,66878,14,Red,France,The wine is balanced: it is firm with tannins and rich with berry fruits. It has a fine structure that will stand it in good stead as it matures. Drink from 2019.,,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Parenchére 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-de-parenchere-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château de Parenchére
winemag 1601 to 2400,5102,67052,13.5,Red,France,"Packed with fruit, this is going to be a generous wine. Certainly its tannins are very present, but the weight of the ripe berry fruits will come to dominate. There is a juicy crisp aftertaste. Drink this Maison Bouey wine from 2019.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Pas de Rauzan 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-pas-de-rauzan-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Pas de Rauzan
winemag 1601 to 2400,5151,67101,13.5,Red,France,"This wine from the Gonfrier family property is full of berry fruits. It's also a ripe wine that is already drinkable. It has generous tannins and balanced acidity that gives the wine its crisp edge as a contrast to the blackberry flavors. Drink now, or even better, wait until 2018.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château le Gardera 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-le-gardera-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château le Gardera
winemag 1601 to 2400,5260,67210,13.5,Red,France,This is a firm wine-one with generous tannins and fruit. It has spice and touches of pepper as well as fine acidity and bold red fruits. The combination has produced a wine that will be ripe and ready to drink from 2019. The property has a history dating back to the 14th century.,,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Maison Noble Saint Martin 2015  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-maison-noble-saint-martin-2015-bordeaux-superieur/,Bordeaux-style Red Blend,2015,Château Maison Noble Saint Martin
winemag 2401 to 3200,6081,83501,13,Red,France,"This is a full, ripe wine. It has red fruits, black currants and a rich seam of tannins. There is also a smoky character that adds attraction. With a ripe aftertaste, the wine is developing well and should be ready from 2018.",Cuvée Prestige,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château de Cornemps 2014 Cuvée Prestige  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-de-cornemps-2014-cuvee-prestige-bordeaux-superieur/,Bordeaux-style Red Blend,2014,Château de Cornemps
winemag 2401 to 3200,11865,89285,14,Red,France,"A smooth, ripe wine that has rich fruit and balanced wood and fruit tannins. With mint flavors and a generous blackberry flavor, the wine is firm, with fine aging potential. It is a full-bodied wine that will be ready to drink from 2019.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Rousset-Caillau 2012  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-rousset-caillau-2012-bordeaux-superieur/,Bordeaux-style Red Blend,2012,Château Rousset-Caillau
winemag 4001 to 4800,12839,121252,13,Red,France,"With a dominance (90%) of Merlot, this wood-aged bottling is the second wine from Feret-Lambert. Rich and juicy, it offers soft tannins and full-bodied black fruits. A firmer structure underneath this ripe character will allow it to age. Round and generous, it will be best from 2017.",Costes du Château Feret Lambert,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Feret Lambert 2012 Costes du Château Feret Lambert  (Bordeaux Supérieur),https://www.winemag.com/buying-guide/chateau-feret-lambert-2012-costes-red-superieur/,Bordeaux-style Red Blend,2012,Château Feret Lambert
winemag 4801 to 5600,14663,138556,,Red,France,"Ripe and toasty, this is a rich, full-bodied and juicy wine. It has ripe berry fruits, touches of black currant and balancing acidity. Wood aging supports the palate and adds considerable potential. Drink this fine wine from 2016.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château Sainte Marie 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-sainte-marie-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château Sainte Marie
winemag 5601 to 6400,5720,145191,13.5,Red,France,"Mint flavors reflect the new wood aging in this smooth, ripe wine. It has a fine structure, ample acidity and blackberry fruit. This textured, structured wine is ready for 4-6 years of aging.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Croix de Roche 2011  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-croix-roche-2011-red-superieur/,Bordeaux-style Red Blend,2011,Château la Croix de Roche
winemag 5601 to 6400,15561,155032,,Red,France,"Round and fruity, this is dominated by generous fruit flavors and soft tannins. Its open character is backed up by notes of new wood, vanilla and some smoky spice. It's delicious now, and it will age over several years.",,15,90,0.166666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Bordeaux Supérieur,"44.8377890, -0.5791800",44.837789,-0.57918,Château la Croix de Roche 2009  Bordeaux Supérieur,https://www.winemag.com/buying-guide/chateau-croix-roche-2009-red-superieur/,Bordeaux-style Red Blend,2009,Château la Croix de Roche
